date,nav
2000-02-01,0.999
2000-02-02,0.9578106842514299
2000-02-03,0.9728414195605356
2000-02-04,1.009456265768012
2000-02-07,1.005406876927919
2000-02-08,0.9973852261274309
2000-02-09,0.9507225731919962
2000-02-10,0.980319105727759
2000-02-11,0.9539592708110679
2000-02-14,0.9424068686695097
2000-02-15,0.9842011196643493
2000-02-16,0.9884157166172393
2000-02-17,0.9509482671835837
2000-02-18,0.9484022535728476
2000-02-21,0.8981826518758478
2000-02-22,0.8478477869254526
2000-02-23,0.8134244498707814
2000-02-24,0.8602837647657998
2000-02-25,0.9268918475423022
2000-02-28,0.918787439213585
2000-02-29,0.9476468684185795
2000-03-01,0.9831953803013398
2000-03-02,0.9883057395294864
2000-03-03,0.9808398320976699
2000-03-06,0.9854062352454052
2000-03-07,1.0259796681383964
2000-03-08,1.0692642120665312
2000-03-09,1.1031276633898977
2000-03-10,1.073014541306938
2000-03-13,1.073014541306938
2000-03-14,1.073014541306938
2000-03-15,1.073014541306938
2000-03-16,1.073014541306938
2000-03-17,1.073014541306938
2000-03-20,1.052368798537709
2000-03-21,1.0778011117626076
2000-03-22,1.0636187058659483
2000-03-23,1.087552602985186
2000-03-24,1.086166319695062
2000-03-27,1.0991537371196662
2000-03-28,1.0858349806008873
2000-03-29,1.0757403381436372
2000-03-30,1.0115579352288038
2000-03-31,1.0236462685728964
2000-04-03,1.0309175532599537
2000-04-04,1.0507476654798673
2000-04-05,1.0076865080462796
2000-04-06,1.0699421772915336
2000-04-07,1.0639788351196873
2000-04-10,1.0512998497203982
2000-04-11,1.025499606989997
2000-04-12,1.0049202148662295
2000-04-13,1.03279406654664
2000-04-14,1.044800795986341
2000-04-17,0.9972506512990768
2000-04-18,0.9709577597699992
2000-04-19,0.9768677519063147
2000-04-20,0.9939209230861736
2000-04-21,0.9993089131483666
2000-04-24,0.9948451504191118
2000-04-25,1.0591648459194167
2000-04-26,1.0903058783532427
2000-04-27,1.0896631708880506
2000-04-28,1.1380374350796862
2000-05-01,1.153190373749917
2000-05-02,1.1710954722899947
2000-05-03,1.1631740240453854
2000-05-04,1.1051111571930432
2000-05-05,1.110899479732336
2000-05-08,1.055230862068088
2000-05-09,1.0896721959356932
2000-05-10,1.0852757906153492
2000-05-11,1.0905536345306646
2000-05-12,1.0768241775411327
2000-05-15,1.0237682671835646
2000-05-16,1.0473358761143081
2000-05-17,1.0170427818615406
2000-05-18,0.9979425878022928
2000-05-19,0.9979425878022928
2000-05-22,0.9732476934353844
2000-05-23,0.9399504416093433
2000-05-24,0.9778206790437715
2000-05-25,0.9901805921594625
2000-05-26,0.9767759857322822
2000-05-29,0.9819030447711693
2000-05-30,0.9905473887100519
2000-05-31,1.002928894519065
2000-06-01,1.0217752132898503
2000-06-02,0.9960733835250405
2000-06-05,0.9882490862856597
2000-06-06,0.9994553285920043
2000-06-07,0.9749334605222619
2000-06-08,1.0007161229155406
2000-06-09,0.9923895219667507
2000-06-12,0.9643163253913188
2000-06-13,0.9470988379357854
2000-06-14,0.9425908517366806
2000-06-15,0.9278864923062836
2000-06-16,0.8848094222278113
2000-06-19,0.8953874298698492
2000-06-20,0.9091539386443933
2000-06-21,0.8974298263656741
2000-06-22,0.9100824354151738
2000-06-23,0.9067988007715072
2000-06-26,0.9024171902679676
2000-06-27,0.9101830907526323
2000-06-28,0.9043163891641091
2000-06-29,0.8951616116814615
