date,eligible_count,coverage__current_ratio_liquidity_measure,coverage__debt_to_equity_ratio,coverage__dividend_yield_ttm,coverage__ebitda_margins,coverage__market_strength_average_directional_index_14,coverage__operating_margins,coverage__oscillator_relative_strength_index_14,coverage__percent_distance_from_monthly_high,coverage__percent_distance_from_monthly_low,coverage__position_within_monthly_range,coverage__price_to_book_ratio,coverage__price_to_sales_ratio_ttm,coverage__quick_ratio_liquidity_measure,coverage__return_on_assets_roa,coverage__return_on_equity_roe,coverage__trend_price_to_simple_moving_average_12_ratio,coverage__volatility_average_true_range_14_normalized,mean__score_valuation,std__score_valuation,mean__score_quality,std__score_quality,mean__score_income,std__score_income,mean__score_balance,std__score_balance,mean__score_technical,std__score_technical
2000-10-31,45,0.6222222222222222,0.7777777777777778,0.5111111111111111,0.0,0.0,0.8,0.0,1.0,1.0,1.0,0.7777777777777778,0.5555555555555556,0.6222222222222222,0.6,0.6,0.0,0.0,-0.042606475331275796,0.8873493304548071,-0.05194960576986149,0.8680727416668377,-2.413528314402514e-18,0.9999999999999999,-0.12107185566331917,1.0326335789196839,7.154770603139898e-17,0.8817719986162788
2000-11-30,45,0.6222222222222222,0.7777777777777778,0.4888888888888889,0.0,0.0,0.8,0.0,0.9777777777777777,0.9777777777777777,0.9777777777777777,0.7777777777777778,0.5555555555555556,0.6222222222222222,0.6,0.6,0.0,0.0,-0.04395615415533764,0.883663375984252,-0.05194960576986149,0.8680727416668377,4.794144879063176e-17,0.9999999999999999,-0.12107185566331917,1.0326335789196839,3.0909618299223105e-17,0.8105166814785315
2000-12-22,6,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,,,,,,,,,0.025793554540902302,0.9346034474510841
2000-12-29,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-5.551115123125783e-17,0.9999999999999998,,,,
2000-12-31,36,0.7777777777777778,0.9722222222222222,0.4722222222222222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9722222222222222,0.8888888888888888,0.7777777777777778,0.75,0.75,0.0,0.0,-0.05244810860952262,0.8731101638729298,-0.028960495581042262,0.8619943137968096,3.918434204559376e-17,1.0,-0.08505320777159375,0.9235217409655054,,
2001-01-31,45,0.6222222222222222,0.7777777777777778,0.4222222222222222,0.0,0.0,0.8,0.0,1.0,1.0,1.0,0.7777777777777778,0.7111111111111111,0.6222222222222222,0.6,0.6,0.1111111111111111,0.0,-0.05957228720908254,0.8971727787941779,-0.028960495581042262,0.8619943137968096,-1.1686558153949016e-17,1.0,-0.08505320777159377,0.9235217409655054,0.009143968175207233,0.8508266648690987
2001-02-28,45,0.6222222222222222,0.7777777777777778,0.4222222222222222,0.0,0.0,0.8,0.0,1.0,1.0,1.0,0.7777777777777778,0.7111111111111111,0.6222222222222222,0.6,0.6,0.1111111111111111,0.0,-0.07117803968148345,0.93707597977938,-0.028960495581042262,0.8619943137968096,5.258951169277057e-17,0.9999999999999999,-0.08505320777159377,0.9235217409655054,0.011379962561814873,0.9368621016841813
2001-03-30,8,0.0,0.0,0.375,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.625,0.875,,,,,1.1102230246251565e-16,1.0,,,0.024007539721415505,0.6510641865795961
2001-03-31,37,0.7837837837837838,1.0,0.4594594594594595,0.0,0.0,1.0,0.0,0.0,0.0,0.05405405405405406,1.0,0.918918918918919,0.7837837837837838,0.972972972972973,0.9459459459459459,0.0,0.0,-0.07659328194200354,1.0975550224530288,0.006966690166178166,0.8063519669670309,2.6122894697062506e-17,1.0,0.024049461383787944,0.7187592807803864,,
2001-04-30,45,0.6444444444444445,0.8222222222222222,0.4666666666666667,0.0,0.0,0.8222222222222222,0.1111111111111111,1.0,1.0,1.0,0.8222222222222222,0.7555555555555555,0.6444444444444445,0.8,0.7777777777777778,0.1111111111111111,0.8888888888888888,-0.07661099006459757,1.0975238380218337,0.006966690166178155,0.8063519669670309,-1.2159585507799335e-16,1.0,0.024049461383787968,0.7187592807803865,0.004414897902663236,0.8104879800054415
2001-05-31,45,0.6444444444444445,0.8222222222222222,0.5333333333333333,0.0,0.0,0.8222222222222222,0.15555555555555556,1.0,1.0,1.0,0.8222222222222222,0.7555555555555555,0.6444444444444445,0.8,0.7777777777777778,0.13333333333333333,0.8888888888888888,-0.07662217170693067,1.0975031887903361,0.006966690166178155,0.8063519669670309,-1.1564823173178714e-17,1.0,0.024049461383787968,0.7187592807803865,0.02083320665300872,0.7677739087658868
2001-06-29,9,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.0,0.0,0.1111111111111111,0.7777777777777778,1.0,1.0,1.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.7777777777777778,,,,,1.942890293094024e-16,0.9999999999999999,,,0.021896179873865714,0.656724935748265
2001-06-30,36,0.7777777777777778,1.0,0.5555555555555556,0.0,0.0,1.0,0.0,0.0,0.0,0.027777777777777776,1.0,0.9722222222222222,0.7777777777777778,0.9722222222222222,0.9444444444444444,0.0,0.0,0.008551774821472076,0.7333479442532616,0.013782759273554645,0.8088766900259223,1.9428902930940238e-17,1.0000000000000002,-0.026961461807908815,0.8084998369949489,,
2001-07-31,45,0.6444444444444445,0.8222222222222222,0.5333333333333333,0.0,0.0,0.8222222222222222,0.15555555555555556,1.0,1.0,1.0,0.8222222222222222,0.7777777777777778,0.6444444444444445,0.8,0.7777777777777778,0.13333333333333333,0.9555555555555556,-0.07879862583508795,1.1003402006417595,0.014102611326588983,0.7962995721497983,6.245004513516506e-17,1.0,0.02397010051639591,0.7220223709748207,0.013502092546745963,0.8387814840090156
2001-08-31,46,0.6521739130434783,0.8260869565217391,0.5217391304347826,0.0,0.0,0.8260869565217391,0.17391304347826086,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.8043478260869565,0.7608695652173914,0.6521739130434783,0.782608695652174,0.7608695652173914,0.13043478260869565,0.9782608695652174,-0.07880162941404247,1.1003283962293877,0.08432992357178132,1.0048706902339728,-6.245004513516506e-17,1.0,0.02301359735915511,0.7110012828128369,0.03498150556369151,0.709982671687855
2001-09-28,8,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.0,0.0,0.1111111111111111,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.0,0.6666666666666666,0.8888888888888888,,,,,5.551115123125783e-17,1.0,,,0.036814696376957334,0.8367106206979121
2001-09-30,37,0.7837837837837838,1.0,0.5405405405405406,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9459459459459459,0.7837837837837838,0.972972972972973,0.9459459459459459,0.0,0.0,-0.07880933904310367,1.1003665843228916,0.014578178917538332,0.7853121528944178,2.7755575615628914e-17,0.9999999999999997,0.024001539276201175,0.7241492461616533,,
2001-10-31,46,0.6521739130434783,0.782608695652174,0.45652173913043476,0.0,0.0,0.8260869565217391,0.17391304347826086,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.8043478260869565,0.7608695652173914,0.6521739130434783,0.7608695652173914,0.717391304347826,0.13043478260869565,0.9782608695652174,-0.07880222215814406,1.1004129380694336,0.07031616875517853,1.0509705130423144,-2.114710523095536e-17,1.0,-0.0908550523439773,0.9834723961043551,0.006825491721824784,0.7340601404693438
2001-11-30,46,0.6521739130434783,0.782608695652174,0.43478260869565216,0.0,0.0,0.8260869565217391,0.1956521739130435,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.8043478260869565,0.7608695652173914,0.6521739130434783,0.7608695652173914,0.717391304347826,0.13043478260869565,0.9782608695652174,-0.07879924354393143,1.1003911559457047,0.03850946108811133,0.9009085449022732,-8.326672684688674e-18,1.0,-0.09249080173703807,0.9925385343579839,0.010123225047896497,0.683863777961933
2001-12-28,6,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.0,0.14285714285714285,0.0,0.0,0.8571428571428571,0.8571428571428571,,,,,,,,,-4.625929269271485e-18,0.7444180288827016
2001-12-31,37,0.7435897435897436,0.8974358974358975,0.48717948717948717,0.0,0.0,0.9487179487179487,0.07692307692307693,0.0,0.0,0.02564102564102564,0.9487179487179487,0.8974358974358975,0.7435897435897436,0.8974358974358975,0.8461538461538461,0.0,0.0,-0.07879289627580296,1.1004257727467144,0.0030394142049652256,0.7899031787311833,1.081006629240284e-16,1.0,-0.14884121476414575,1.0808343423723672,0.0,1.0
2002-01-31,46,0.6521739130434783,0.782608695652174,0.43478260869565216,0.0,0.0,0.8260869565217391,0.1956521739130435,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.782608695652174,0.782608695652174,0.6521739130434783,0.7608695652173914,0.717391304347826,0.13043478260869565,0.9782608695652174,-0.07482993847330847,1.0920905366444427,0.037713527896401644,0.842780218407101,5.551115123125783e-17,1.0,-0.14818389597944187,1.0780561325331182,0.030392133500816175,0.6937628852760452
2002-02-28,46,0.6521739130434783,0.782608695652174,0.43478260869565216,0.0,0.0,0.8260869565217391,0.1956521739130435,1.0,1.0,1.0,0.8043478260869565,0.782608695652174,0.6521739130434783,0.7608695652173914,0.717391304347826,0.13043478260869565,0.9782608695652174,-0.07143825822415921,1.0903445106527805,0.049324823492910806,0.8892837157553151,8.326672684688674e-18,1.0,-0.14626860605979328,1.0766535186731143,-0.0042182969222488995,0.7948682973892552
2002-03-29,8,0.125,0.125,0.25,0.0,0.0,0.125,0.875,1.0,1.0,1.0,0.125,0.0,0.125,0.0,0.0,0.625,0.875,,,,,1.6653345369377348e-16,1.0,,,-0.04154701849632689,0.746561611039592
2002-03-31,38,0.7692307692307693,0.9487179487179487,0.48717948717948717,0.0,0.0,0.9743589743589743,0.05128205128205128,0.0,0.0,0.0,0.9230769230769231,0.9230769230769231,0.7692307692307693,0.9230769230769231,0.8974358974358975,0.0,0.0,-0.07239067880974188,1.088500631658196,-0.028676963668525405,0.816407809018474,5.843279076974508e-17,1.0,0.012159458219351498,0.7719144995648569,0.0,1.0
2002-04-30,47,0.6595744680851063,0.8085106382978723,0.44680851063829785,0.0,0.8297872340425532,0.8297872340425532,0.19148936170212766,0.9787234042553191,0.9787234042553191,0.9787234042553191,0.7872340425531915,0.7659574468085106,0.6595744680851063,0.7659574468085106,0.7446808510638298,0.10638297872340426,0.9574468085106383,-0.06940252119235372,1.0857002366119466,0.026132901369112702,0.9310011626120533,2.114710523095536e-17,1.0,0.01314631686349962,0.7598449283853873,0.025315718779354072,0.661155996496312
2002-05-31,47,0.6595744680851063,0.8085106382978723,0.48936170212765956,0.0,0.851063829787234,0.8297872340425532,0.851063829787234,0.9787234042553191,0.9787234042553191,0.9787234042553191,0.7872340425531915,0.7659574468085106,0.6595744680851063,0.7659574468085106,0.7446808510638298,0.10638297872340426,0.9574468085106383,-0.06833528298421729,1.08716530424916,0.027712651600523826,0.937371501854947,-9.654113257610057e-18,1.0,0.015589907239834541,0.7430717639110082,0.01333819751240206,0.6302072431656224
2002-06-28,11,0.2727272727272727,0.2727272727272727,0.36363636363636365,0.0,0.6363636363636364,0.2727272727272727,0.7272727272727273,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.45454545454545453,0.8181818181818182,0.0,1.0,0.0,1.0,1.3877787807814457e-16,0.9999999999999999,-7.401486830834377e-17,0.8888212623146806,-0.026470447171762813,0.7902560573653578
2002-06-30,36,0.7777777777777778,0.9722222222222222,0.5277777777777778,0.0,0.9166666666666666,1.0,0.8888888888888888,0.0,0.0,0.0,0.9722222222222222,1.0,0.7777777777777778,0.9722222222222222,0.9444444444444444,0.0,0.0,0.00573617158326501,0.7091872009753094,-0.011877171171886481,0.767975050655742,-2.337311630789803e-17,0.9999999999999999,-0.012281180920222071,0.7783346233083254,0.02989135300512062,0.8324401591124069
2002-07-31,48,0.6458333333333334,0.7708333333333334,0.4791666666666667,0.0,0.8333333333333334,0.8125,0.8333333333333334,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.7708333333333334,0.7708333333333334,0.6458333333333334,0.75,0.7083333333333334,0.10416666666666667,0.9375,0.00888873412973667,0.7337078930936303,0.0005138621831645863,0.7555054303586516,-3.8616453030440226e-17,0.9999999999999998,0.009209729605535458,0.7534413404971919,-0.010863719044559223,0.6462010037442484
2002-08-29,22,0.5909090909090909,0.6363636363636364,0.13636363636363635,0.0,0.7727272727272727,0.7272727272727273,0.7272727272727273,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.6363636363636364,0.6818181818181818,0.5909090909090909,0.6363636363636364,0.5454545454545454,0.18181818181818182,0.9090909090909091,0.022442874418265837,0.7661911439784154,-0.033714422186877493,0.7531056986184466,7.401486830834377e-17,1.0,0.009937679922187232,0.7962004095446698,-0.009971170000769075,0.6944547390407443
2002-08-30,24,0.68,0.88,0.8,0.0,1.0,0.88,1.0,0.0,0.0,0.0,0.88,0.88,0.68,0.88,0.88,0.0,0.0,1.2111523905001707e-16,0.7353871061055348,6.055761952500853e-17,0.8344034343143507,-2.2204460492503132e-17,1.0,-0.15221626503961613,1.1261597979567628,-3.064215547965432e-16,0.7102954670437464
2002-08-31,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,
2002-09-30,48,0.6458333333333334,0.7916666666666666,0.4791666666666667,0.020833333333333332,0.8958333333333334,0.8125,0.8541666666666666,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.7708333333333334,0.7708333333333334,0.6458333333333334,0.7916666666666666,0.7291666666666666,0.08333333333333333,0.9375,0.00582448694406352,0.7139323363747714,-0.01655428687794312,0.9246736602605818,-1.9308226515220113e-17,1.0,0.012321301893939008,0.7789175315706598,-0.014897731490178036,0.668779881606961
2002-10-31,47,0.6382978723404256,0.7659574468085106,0.40425531914893614,0.02127659574468085,0.9574468085106383,0.8085106382978723,0.8723404255319149,1.0,1.0,1.0,0.7872340425531915,0.7872340425531915,0.6382978723404256,0.7872340425531915,0.7446808510638298,0.0851063829787234,0.9574468085106383,0.00596801957501682,0.7160444850255903,-0.00683732314137855,0.9289525131909229,2.337311630789803e-17,0.9999999999999999,-0.09218007297209967,0.9258129547539241,-0.0009003062450310934,0.5525770252167543
2002-11-29,46,0.6304347826086957,0.7608695652173914,0.3695652173913043,0.021739130434782608,0.9782608695652174,0.8043478260869565,0.9782608695652174,1.0,1.0,1.0,0.782608695652174,0.8043478260869565,0.6304347826086957,0.782608695652174,0.7391304347826086,0.08695652173913043,0.9782608695652174,0.005138965914721537,0.716741973100147,-0.0019089735099696004,0.8238604753344124,-6.530723674265627e-18,1.0,-0.09123438848470357,0.923448409874306,0.0011349027969404344,0.6456987409178984
2002-11-30,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,
2002-12-31,47,0.6382978723404256,0.7872340425531915,0.3404255319148936,0.02127659574468085,0.9574468085106383,0.8085106382978723,0.9574468085106383,1.0,1.0,1.0,0.7872340425531915,0.8085106382978723,0.6382978723404256,0.7872340425531915,0.7446808510638298,0.0851063829787234,0.9574468085106383,0.005319474623823627,0.7653020210930811,-0.010014718842459757,0.8389749103048029,6.245004513516506e-17,1.0,-0.06936548640254933,0.9328294613992153,0.009367686372749708,0.6504814983524184
2003-01-31,47,0.6382978723404256,0.7872340425531915,0.2978723404255319,0.02127659574468085,0.9574468085106383,0.8085106382978723,0.9574468085106383,1.0,1.0,1.0,0.7872340425531915,0.8085106382978723,0.6382978723404256,0.7872340425531915,0.7446808510638298,0.0851063829787234,0.9574468085106383,0.00408898453401745,0.7579932600739502,-0.010014718842459757,0.8389749103048029,3.9650822308041306e-17,0.9999999999999998,-0.06936548640254933,0.9328294613992153,0.01304561592159126,0.6134109541673933
2003-02-28,48,0.625,0.7708333333333334,0.2916666666666667,0.020833333333333332,0.9375,0.7916666666666666,0.9375,1.0,1.0,1.0,0.7708333333333334,0.7916666666666666,0.625,0.7708333333333334,0.7291666666666666,0.08333333333333333,0.9375,0.00411358533602213,0.7530096959198779,-0.012544509407393267,0.8447376059239836,-6.344131569286608e-17,1.0,-0.06732077313901777,0.9204989054423516,0.005563103822020965,0.6098822476067645
2003-03-31,49,0.6938775510204082,0.8367346938775511,0.32653061224489793,0.02040816326530612,0.9183673469387755,0.8367346938775511,0.9183673469387755,0.9795918367346939,0.9795918367346939,0.9795918367346939,0.7959183673469388,0.7755102040816326,0.6938775510204082,0.7551020408163265,0.7346938775510204,0.12244897959183673,0.9387755102040817,-0.009206839585184607,0.819039738123502,-0.04742375970941882,0.8523893361919443,4.163336342344337e-17,1.0,-0.09424869315236559,0.9673240233589986,0.04392278434972451,0.6533887353940819
2003-04-30,49,0.673469387755102,0.7959183673469388,0.3469387755102041,0.0,0.9183673469387755,0.7755102040816326,0.9183673469387755,0.9795918367346939,0.9795918367346939,0.9795918367346939,0.7959183673469388,0.7551020408163265,0.673469387755102,0.7142857142857143,0.6938775510204082,0.12244897959183673,0.9387755102040817,-0.03576253063946989,0.842885163286974,-0.052582662143135527,0.8519319404816944,1.0449157878825003e-16,1.0,-0.06358837524733893,0.8650625578026839,-0.027787309250985482,0.6695809714861761
2003-05-30,48,0.6666666666666666,0.7916666666666666,0.4791666666666667,0.0,0.9375,0.7708333333333334,0.9375,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.7916666666666666,0.75,0.6666666666666666,0.7083333333333334,0.6875,0.125,0.9375,-0.02999993929047849,0.8326460754503205,-0.059154351454055495,0.7736924406240211,-1.1584935909132068e-16,0.9999999999999999,-0.06778296697540478,0.8870134144170952,-0.013183145973780817,0.6534225900675309
2003-05-31,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,
2003-06-30,49,0.673469387755102,0.7959183673469388,0.46938775510204084,0.0,0.9183673469387755,0.7755102040816326,0.9183673469387755,0.9795918367346939,0.9795918367346939,0.9795918367346939,0.7959183673469388,0.7755102040816326,0.673469387755102,0.7142857142857143,0.6938775510204082,0.42857142857142855,0.9387755102040817,0.009817830631669333,0.7776564028248277,-0.03828523984368464,0.8156068486286379,-9.654113257610057e-18,1.0,-0.08798144104318198,0.9347488033741869,-0.007241952290153721,0.7169638424718859
2003-07-31,49,0.673469387755102,0.7755102040816326,0.46938775510204084,0.0,0.9183673469387755,0.7755102040816326,0.9183673469387755,0.9795918367346939,0.9795918367346939,0.9795918367346939,0.7959183673469388,0.7755102040816326,0.673469387755102,0.6938775510204082,0.673469387755102,0.42857142857142855,0.9387755102040817,0.012855435375501212,0.7769038240444748,-0.03667953924374613,0.8193007452436052,-5.792467954566034e-17,1.0,-0.060266097556727745,0.902017675574241,0.004688237841642999,0.6726133671594837
2003-08-29,48,0.6666666666666666,0.7708333333333334,0.4791666666666667,0.0,0.9375,0.7708333333333334,0.9375,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.7916666666666666,0.7708333333333334,0.6666666666666666,0.6875,0.6666666666666666,0.9583333333333334,0.9583333333333334,0.014040201681052026,0.7724064835007002,-0.038841601920094025,0.744758275780609,-7.723290606088045e-17,1.0,-0.06031538284095996,0.9016219072653121,-0.009466180954496004,0.7167246815258499
2003-08-31,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,
2003-09-30,49,0.673469387755102,0.7959183673469388,0.46938775510204084,0.0,0.9183673469387755,0.7755102040816326,0.9387755102040817,0.9795918367346939,0.9795918367346939,0.9795918367346939,0.8163265306122449,0.7755102040816326,0.673469387755102,0.7142857142857143,0.6938775510204082,0.9387755102040817,0.9591836734693877,0.006707009216434074,0.7152929417549888,-0.04614275574536508,0.8732056784518281,6.75787928032704e-17,1.0,0.00657878634489508,0.7761388587423305,-0.0005563438837207941,0.7122615195169003
2003-10-31,48,0.6122448979591837,0.7346938775510204,0.46938775510204084,0.0,0.9183673469387755,0.7346938775510204,0.9387755102040817,0.9795918367346939,0.9795918367346939,0.9795918367346939,0.7755102040816326,0.7346938775510204,0.6122448979591837,0.7142857142857143,0.673469387755102,0.9387755102040817,0.9591836734693877,0.0070803254810672634,0.7067099202111734,-0.026735439521561107,0.8777984992337658,0.0,1.0,0.00744199654285261,0.7747231272502878,-0.024049664291092763,0.7223311685729525
2003-11-20,20,0.47619047619047616,0.5714285714285714,0.14285714285714285,0.0,0.8571428571428571,0.5714285714285714,0.9047619047619048,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.6666666666666666,0.5714285714285714,0.47619047619047616,0.5714285714285714,0.47619047619047616,0.9047619047619048,0.9047619047619048,0.029201429974890274,0.7002666095811999,-0.011017732648083228,0.7071485504666111,0.0,1.0,0.029513892537170013,0.8145734617027214,0.006792866463000815,0.5888764077377685
2003-11-28,27,0.7037037037037037,0.8518518518518519,0.7037037037037037,0.0,1.0,0.8518518518518519,1.0,0.0,0.0,0.07407407407407407,0.8518518518518519,0.8518518518518519,0.7037037037037037,0.8148148148148148,0.8148148148148148,0.0,0.0,-2.413528314402514e-17,0.7179030337412674,-0.0363141413844536,0.8620936605776537,-5.258951169277057e-17,1.0,-0.1307334034817217,1.0010488046545682,2.05596856412066e-17,0.7918302038989674
2003-11-30,0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,
2003-12-31,48,0.6122448979591837,0.7346938775510204,0.46938775510204084,0.02040816326530612,0.9183673469387755,0.7346938775510204,0.9387755102040817,0.9795918367346939,0.9795918367346939,0.9795918367346939,0.7959183673469388,0.7346938775510204,0.6122448979591837,0.7142857142857143,0.673469387755102,0.3877551020408163,0.9591836734693877,-0.010781746705345582,0.7428015441518829,0.0016130803638501204,0.8519773514181812,-1.9308226515220113e-17,1.0,-0.08186672448422382,0.9701918712517253,-0.009481170713166473,0.6497779470063578
2004-01-30,48,0.625,0.75,0.4791666666666667,0.020833333333333332,0.9375,0.75,0.9583333333333334,1.0,1.0,1.0,0.7916666666666666,0.7291666666666666,0.625,0.7291666666666666,0.6875,0.4166666666666667,0.9791666666666666,-0.0047562253875787115,0.7501302861090953,0.0016130803638501057,0.8519773514181812,3.8616453030440226e-17,0.9999999999999999,-0.08186672448422382,0.9701918712517253,0.023958950951625698,0.674952842090681
2004-02-27,48,0.6041666666666666,0.7291666666666666,0.4583333333333333,0.020833333333333332,0.9375,0.7291666666666666,0.9583333333333334,1.0,1.0,1.0,0.7708333333333334,0.7083333333333334,0.6041666666666666,0.7083333333333334,0.6666666666666666,0.4166666666666667,0.9583333333333334,-0.007918742340569359,0.7583091711102429,0.011987785583591431,0.7386067860661332,-6.055761952500853e-17,1.0,-0.08127066864986209,0.9709440591213738,-0.0004932714287346276,0.6265319018119974
