date,ticker,trend_price_to_simple_moving_average_12_ratio,oscillator_relative_strength_index_14,volatility_average_true_range_14,volatility_average_true_range_14_normalized,market_strength_average_directional_index_14,market_strength_moving_average_convergence_divergence_histogram,monthly_high,monthly_low,position_within_monthly_range,percent_distance_from_monthly_high,percent_distance_from_monthly_low
2007-12-31,TTRAK,,48.65055856495068,0.2985126211597678,0.13458639366986824,29.502835497063685,,2.554,2.102,0.25663716814159315,-0.13155833985904458,0.0551855375832541
2007-12-31,TUPRS,,66.83029682110529,0.15109573372400922,0.11569351739970078,60.78675414701385,,1.315,1.163,0.9407894736842112,-0.006844106463878249,0.12295786758383492
2007-12-31,TUREX,,,,,,,,,,,
2007-12-31,TURSG,,30.936040099028094,0.02825924313393629,0.18350157879179407,40.236266685341064,,0.168,0.149,0.2631578947368421,-0.0833333333333334,0.0335570469798658
2007-12-31,ULKER,,53.39438152280919,0.4712290938787911,0.14959653773929876,15.53338895628682,,3.17,2.78,0.9487179487179487,-0.006309148264984233,0.13309352517985618
2007-12-31,VAKBN,,30.74497586968854,0.5953304097660918,0.16559955765398934,,,3.682,3.283,0.7819548872180457,-0.023628462791960823,0.095035028936948
2007-12-31,VESTL,,23.532292795554373,0.4026489890122711,0.19442249590162775,20.52913320135178,,2.285,2.056,0.06550218340611405,-0.09365426695842449,0.007295719844358037
2007-12-31,YEOTK,,,,,,,,,,,
2007-12-31,YKBNK,,36.16536540488944,0.22955162635473653,0.12585067234360556,43.825671211097884,,1.992,1.744,0.3225806451612906,-0.08433734939759033,0.04587155963302757
2007-12-31,ZOREN,,32.70240210034115,0.1215043879226124,0.1829885360280307,24.983354818099365,,0.722,0.637,0.31764705882352984,-0.0803324099722991,0.042386185243328135
2008-01-31,AEFES,,38.288124001084974,0.12561756016556264,0.17495481917209282,53.78604845589095,,0.892,0.681,0.17535545023696647,-0.19506726457399107,0.05433186490455201
2008-01-31,AGHOL,,41.70915616837051,0.10746371278214661,0.1724939209986302,27.65296683054354,,0.782,0.581,0.20895522388059712,-0.20332480818414325,0.07228915662650609
2008-01-31,AKBNK,,18.014559326117258,0.5615816166678809,0.2080702544156654,39.76527886497897,,3.478,2.639,0.07151370679380217,-0.22397929844738365,0.022735884804850344
2008-01-31,AKSA,,19.06509081527972,0.005107820320489198,0.28376779558273324,18.91486353976007,,0.026,0.017,0.11111111111111086,-0.3076923076923077,0.05882352941176455
2008-01-31,AKSEN,,,,,,,,,,,
2008-01-31,ALARK,,27.977092382715256,0.17691033091559857,0.19591398772491536,14.392042539124631,,1.268,0.889,0.0369393139841689,-0.28785488958990535,0.015748031496063006
2008-01-31,ALFAS,,,,,,,,,,,
2008-01-31,ALTNY,,,,,,,,,,,
2008-01-31,ANSGR,,21.454275957205148,0.028647615594347597,0.2604328690395236,22.726644283961427,,0.16,0.103,0.12280701754385974,-0.3125,0.06796116504854376
2008-01-31,ARCLK,,28.617604374967705,0.6934538090848171,0.22743647395369535,17.525714260231464,,3.686,2.935,0.15179760319573887,-0.17281606077048292,0.03884156729131171
2008-01-31,ASELS,,23.947274391648733,0.028754489202503,0.2396207433541917,32.187360506175864,,0.159,0.113,0.1521739130434781,-0.24528301886792456,0.061946902654867186
2008-01-31,ASTOR,,,,,,,,,,,
2008-01-31,AVPGY,,,,,,,,,,,
2008-01-31,BALSU,,,,,,,,,,,
2008-01-31,BERA,,,,,,,,,,,
2008-01-31,BIMAS,,58.72353440161467,0.3388479474084801,0.13007598748885993,65.36218226041434,,2.97,2.457,0.28849902534113064,-0.12289562289562296,0.06023606023606029
2008-01-31,BINHO,,,,,,,,,,,
2008-01-31,BRSAN,,37.25308636449438,0.20092190956348935,0.18133746350495428,27.26423791141801,,1.329,1.07,0.1467181467181469,-0.16629044394281406,0.035514018691588815
2008-01-31,BRYAT,,23.377282652433834,0.47374212635144153,0.2464839367073057,20.023445438823774,,2.737,1.896,0.030915576694411435,-0.2977712824260139,0.013713080168776384
2008-01-31,BSOKE,,32.99063451945237,0.04348458332599653,0.19587650146845284,47.41881020233534,,0.27,0.211,0.18644067796610178,-0.1777777777777778,0.052132701421800993
2008-01-31,BTCIM,,54.71929344607402,0.013791869901591878,0.13261413366915267,51.93849550616086,,0.114,0.097,0.4117647058823525,-0.08771929824561411,0.07216494845360817
2008-01-31,CANTE,,,,,,,,,,,
2008-01-31,CCOLA,,,0.1320143345302325,0.166264904949915,,,0.954,0.731,0.2825112107623321,-0.1677148846960167,0.08618331053351581
2008-01-31,CIMSA,,29.491309501921595,0.07205200086650618,0.21900304214743518,25.21352232567918,,0.434,0.297,0.2335766423357666,-0.2419354838709677,0.10774410774410785
2008-01-31,CLEBI,,32.414704995422724,0.8612323995190199,0.34727112883831446,32.12514005429708,,3.656,2.432,0.03921568627450983,-0.3216630196936543,0.019736842105263178
2008-01-31,CWENE,,,,,,,,,,,
2008-01-31,DOAS,,27.230794097364182,0.20713310516506384,0.24629382302623526,27.026773390009204,,1.268,0.834,0.01612903225806453,-0.33675078864353314,0.008393285371702646
2008-01-31,DOHOL,,26.626648636255503,0.20393587910068048,0.287638757546799,19.17934404870168,,0.997,0.696,0.04318936877076415,-0.2888665997993982,0.01867816091954025
2008-01-31,DSTKF,,,,,,,,,,,
2008-01-31,EFORC,,,,,,,,,,,
2008-01-31,EGEEN,,36.47626001370968,1.2582746960848574,0.27654388924941925,25.54869918391256,,6.21,4.31,0.1263157894736843,-0.2673107890499195,0.055684454756380564
2008-01-31,EKGYO,,,,,,,,,,,
2008-01-31,ENERY,,,,,,,,,,,
2008-01-31,ENJSA,,,,,,,,,,,
2008-01-31,ENKAI,,44.997902326116716,0.19804884093169797,0.13141927069123954,63.135459407232865,,1.891,1.443,0.14285714285714252,-0.20306716023268118,0.044352044352044234
2008-01-31,EREGL,,26.652686317837787,0.05876482240083456,0.19588274133611522,49.644608482980615,,0.423,0.292,0.06106870229007639,-0.29078014184397166,0.02739726027397263
2008-01-31,EUPWR,,,,,,,,,,,
2008-01-31,FENER,1.6349914793475615,96.20466562582293,0.13359134359803923,0.07956601762837358,67.61678296786665,,1.698,1.259,0.956719817767654,-0.01118963486454647,0.33359809372517885
2008-01-31,FROTO,,39.643411453517956,0.04877600643419313,0.1397593307570004,34.426002485835326,,0.375,0.32,0.5272727272727268,-0.0693333333333334,0.0906249999999999
2008-01-31,GARAN,,16.30203421347794,0.5499082476195093,0.18691646757971084,55.87455565714605,,4.175,2.942,0.0,-0.2953293413173652,0.0
2008-01-31,GENIL,,,,,,,,,,,
2008-01-31,GESAN,,,,,,,,,,,
2008-01-31,GLRMK,,,,,,,,,,,
2008-01-31,GRSEL,,,,,,,,,,,
2008-01-31,GRTHO,,,,,,,,,,,
2008-01-31,GSRAY,1.122911251392499,61.71016917624562,0.030944239222122104,0.12279460008778613,39.70382592782685,,0.255,0.235,0.85,-0.011764705882352951,0.07234042553191496
2008-01-31,GUBRF,,81.12607345866932,0.08561783465314249,0.1299208416587898,60.558671672167385,,0.757,0.528,0.572052401746725,-0.1294583883751651,0.2481060606060606
2008-01-31,HALKB,,,,,,,8.937,6.154,0.052461372619475366,-0.2950654582074521,0.02372440688982774
2008-01-31,HEKTS,,52.51941527765949,0.001052112706858349,0.15030181526547842,26.601764684810906,,0.007,0.005,1.0,0.0,0.4
2008-01-31,IEYHO,,38.04592521068053,1.4653701856283878,0.4070472737856633,38.79271169865894,,4.85,3.55,0.03846153846153867,-0.2577319587628865,0.014084507042253596
2008-01-31,IPEKE,,39.72717451784645,0.4183431061582449,0.23702158989135688,41.36239030193192,,2.954,1.477,0.19498984427894367,-0.4025050778605282,0.19498984427894367
2008-01-31,ISCTR,,17.534017779129936,0.0813848752761454,0.2164491363727271,26.286218001061272,,0.477,0.363,0.11403508771929835,-0.21174004192872115,0.035812672176308576
2008-01-31,ISMEN,,,,,,,0.059,0.046,0.230769230769231,-0.16949152542372875,0.06521739130434788
2008-01-31,KCAER,,,,,,,,,,,
2008-01-31,KCHOL,,29.32982383799809,0.42019787098717903,0.1960792678428274,22.208142288378216,,3.007,2.124,0.021517553793884127,-0.28732956434985046,0.008945386064029982
2008-01-31,KONTR,,,,,,,,,,,
2008-01-31,KOZAA,,43.36337276078758,0.5831170383595179,0.23474921028966098,58.67679996643602,,3.925,2.008,0.24830464267083988,-0.36713375796178344,0.23705179282868524
2008-01-31,KOZAL,,,,,,,,,,,
2008-01-31,KRDMD,,29.811665782359878,0.06289006461690005,0.183352958066764,53.26936899795031,,0.487,0.336,0.046357615894039784,-0.2956878850102669,0.02083333333333335
2008-01-31,KTLEV,,,,,,,,,,,
2008-01-31,KUYAS,,,,,,,,,,,
2008-01-31,LMKDC,,,,,,,,,,,
2008-01-31,MAGEN,,,,,,,,,,,
2008-01-31,MAVI,,,,,,,,,,,
2008-01-31,MGROS,,48.5656784868075,1.2441950480584318,0.15213928198317825,38.20926353448952,,10.288,7.694,0.18658442559753308,-0.20509331259720057,0.06290616064465829
2008-01-31,MIATK,,,,,,,,,,,
2008-01-31,MPARK,,,,,,,,,,,
2008-01-31,OBAMS,,,,,,,,,,,
2008-01-31,ODAS,,,,,,,,,,,
2008-01-31,OTKAR,,56.311451305178544,0.2877328811096291,0.15143835847875214,44.68955104894103,,2.051,1.659,0.6147959183673465,-0.07362262311067783,0.14526823387582874
2008-01-31,OYAKC,,36.78481437375658,0.04052923058729983,0.15588165610499935,48.142994036392025,,0.318,0.228,0.35555555555555557,-0.18238993710691823,0.14035087719298245
2008-01-31,PASEU,,,,,,,,,,,
2008-01-31,PETKM,,28.153363172155125,0.08877294892390983,0.22028027028265465,28.037364245754077,,0.543,0.378,0.15151515151515163,-0.2578268876611418,0.06613756613756619
2008-01-31,PGSUS,,,,,,,,,,,
2008-01-31,RALYH,,59.33771902351959,0.060843366149503995,0.8817879152102027,28.055904631171064,,0.128,0.067,0.03278688524590167,-0.46093749999999994,0.02985074626865674
2008-01-31,REEDR,,,,,,,,,,,
2008-01-31,SAHOL,,19.625689742787106,0.6484920204733283,0.22254358973003716,29.773228576311244,,3.836,2.855,0.060142711518858485,-0.24035453597497386,0.020665499124343314
2008-01-31,SASA,,13.694375049832594,0.0008638471754612427,0.43192358773062134,24.422100810233218,,0.003,0.002,0.0,-0.3333333333333333,0.0
2008-01-31,SISE,,23.77129789117092,0.1325322741190904,0.23540368404811798,19.596725178936946,,0.8,0.553,0.040485829959513754,-0.2962500000000001,0.01808318264014448
2008-01-31,SKBNK,,47.162529377966706,0.21461918805727173,0.2382010966229431,50.910116503028675,,1.289,0.891,0.025125628140703547,-0.3010085337470907,0.0112233445566779
2008-01-31,SMRTG,,,,,,,,,,,
2008-01-31,SOKM,,,,,,,,,,,
2008-01-31,TABGD,,,,,,,,,,,
2008-01-31,TAVHL,,,,,,,5.354,3.966,0.0360230547550431,-0.249906611878969,0.012607160867372623
2008-01-31,TCELL,,44.1310925635458,0.7527085921453683,0.1485511332436093,37.24131388937668,,6.508,4.968,0.06428571428571442,-0.22141979102642897,0.019927536231884098
2008-01-31,THYAO,,30.17608782794964,0.16147809153687379,0.19862003879074266,19.17418480031159,,0.987,0.779,0.1634615384615381,-0.17629179331306996,0.04364569961489078
2008-01-31,TKFEN,,,,,,,3.692,2.818,0.3329519450800914,-0.1579089924160347,0.10326472675656491
2008-01-31,TOASO,,36.22002971788668,0.27674407793869643,0.16317457425630685,30.658551730137514,,2.064,1.584,0.2333333333333331,-0.1782945736434109,0.07070707070707062
2008-01-31,TSKB,,21.183654166602167,0.043562074007054356,0.2828706104354179,24.112522973916594,,0.218,0.152,0.030303030303030328,-0.29357798165137616,0.013157894736842117
2008-01-31,TTKOM,,,,,,,,,,,
2008-01-31,TTRAK,,27.822085741357057,0.31756394931472626,0.1892514596631265,28.3848072973468,,2.233,1.678,0.0,-0.24854455888938654,0.0
2008-01-31,TUPRS,,50.44891256938099,0.1661725867309287,0.14770896598304772,58.09143538642129,,1.363,1.001,0.34254143646408863,-0.17461482024944974,0.123876123876124
2008-01-31,TUREX,,,,,,,,,,,
2008-01-31,TURSG,,25.87049873548709,0.029170037978717527,0.2113770868023009,37.59334483432851,,0.153,0.113,0.6250000000000003,-0.09803921568627441,0.2212389380530974
2008-01-31,ULKER,,39.565375076340885,0.48686830712004325,0.19397143709961884,15.395863663122626,,3.19,2.5,0.014492753623188097,-0.21316614420062702,0.003999999999999915
2008-01-31,VAKBN,,18.967210624910496,0.640813832593001,0.25622304381967254,,,3.595,2.449,0.045375218150087285,-0.30431154381084846,0.021233156390363436
2008-01-31,VESTL,,15.814248441869466,0.42597875046376654,0.31391212267042484,21.39345833308431,,2.071,1.342,0.020576131687242663,-0.34476098503138586,0.01117734724292094
2008-01-31,YEOTK,,,,,,,,,,,
2008-01-31,YKBNK,,20.831957290347297,0.24674049052146949,0.17984000766870953,42.23891130157145,,1.824,1.354,0.038297872340425566,-0.24780701754385961,0.013293943870014781
2008-01-31,ZOREN,,22.899572007039655,0.1274744248040651,0.2622930551523973,23.378650937355125,,0.661,0.459,0.1336633663366335,-0.26475037821482605,0.058823529411764636
2008-02-29,AEFES,,50.618497213615065,0.12771860436702148,0.15061156175356308,51.3236487734549,,0.867,0.712,0.8774193548387096,-0.021914648212226086,0.1910112359550562
2008-02-29,AGHOL,,46.84205099363958,0.1061438793621842,0.15842370054057342,25.95492385931757,,0.697,0.608,0.696629213483147,-0.03873744619799127,0.10197368421052641
2008-02-29,AKBNK,,17.41739309647651,0.5528906517019131,0.211107541696034,38.161386032347224,,2.999,2.559,0.1363636363636365,-0.12670890296765586,0.023446658851113737
2008-02-29,AKSA,,19.06509081527972,0.004957147932162861,0.2753971073423812,20.57595682775314,,0.02,0.017,0.33333333333333254,-0.10000000000000009,0.05882352941176455
2008-02-29,AKSEN,,,,,,,,,,,
2008-02-29,ALARK,,31.67148174407558,0.17327113023280172,0.18258285588282586,14.687573450426315,,1.022,0.896,0.42063492063492014,-0.0714285714285715,0.05915178571428564
2008-02-29,ALFAS,,,,,,,,,,,
2008-02-29,ALTNY,,,,,,,,,,,
2008-02-29,ANSGR,,31.101584094577067,0.02860132237505883,0.2252072627957388,22.769577001764706,,0.138,0.112,0.5769230769230766,-0.0797101449275363,0.13392857142857142
2008-02-29,ARCLK,,31.96159431925142,0.6731203231767839,0.21134076080903735,17.200271207933543,,3.367,2.958,0.5550122249388753,-0.054054054054054036,0.07674104124408379
2008-02-29,ASELS,,26.264244004788182,0.028986486616345324,0.23376198884149454,30.363216105123083,,0.143,0.111,0.4062500000000001,-0.1328671328671328,0.1171171171171171
2008-02-29,ASTOR,,,,,,,,,,,
2008-02-29,AVPGY,,,,,,,,,,,
2008-02-29,BALSU,,,,,,,,,,,
2008-02-29,BERA,,,,,,,,,,,
2008-02-29,BIMAS,,68.94930270183902,0.3643066769067493,0.1261013073405155,64.65128870819741,,3.132,2.47,0.6329305135951656,-0.07758620689655182,0.1696356275303642
2008-02-29,BINHO,,,,,,,,,,,
2008-02-29,BRSAN,,37.74609231523115,0.19699595097729763,0.176836580769567,27.379844694289986,,1.165,1.019,0.65068493150685,-0.04377682403433471,0.09322865554465182
2008-02-29,BRYAT,,23.247916399078587,0.4608936993783396,0.24143200596036649,19.802968086796902,,2.016,1.722,0.6360544217687076,-0.05307539682539682,0.10859465737514522
2008-02-29,BSOKE,,32.17261399786864,0.04187702528551968,0.19298168334340868,44.664837713357485,,0.231,0.21,0.3333333333333333,-0.060606060606060656,0.03333333333333337
2008-02-29,BTCIM,,47.02805874472159,0.013949712689436924,0.14530950718163463,48.88661760774739,,0.109,0.093,0.18750000000000017,-0.11926605504587154,0.03225806451612906
2008-02-29,CANTE,,,,,,,,,,,
2008-02-29,CCOLA,,,0.12890416518920428,0.15437624573557399,,,0.856,0.759,0.783505154639175,-0.024532710280373855,0.10013175230566529
2008-02-29,CIMSA,,33.70960737508635,0.07076159766743544,0.20275529417603277,24.396240872463938,,0.361,0.307,0.7777777777777776,-0.03324099722991693,0.1368078175895765
2008-02-29,CLEBI,,34.26976062891127,0.8405573277430852,0.32643003019148936,31.40082189790726,,2.797,2.225,0.611888111888112,-0.07937075437969252,0.15730337078651688
2008-02-29,CWENE,,,,,,,,,,,
2008-02-29,DOAS,,34.777227731299654,0.20756764730659974,0.21826251031188196,25.25311401453192,,0.985,0.772,0.8403755868544599,-0.03451776649746196,0.23186528497409317
2008-02-29,DOHOL,,26.264029482014404,0.20186746844440132,0.29003946615574905,20.001286999972926,,0.822,0.647,0.2799999999999997,-0.15328467153284672,0.07573415765069541
2008-02-29,DSTKF,,,,,,,,,,,
2008-02-29,EFORC,,,,,,,,,,,
2008-02-29,EGEEN,,39.71691335983883,1.2533942461616057,0.2589657533391747,25.00116151404717,,5.03,3.84,0.8403361344537812,-0.03777335984095435,0.2604166666666667
2008-02-29,EKGYO,,,,,,,,,,,
2008-02-29,ENERY,,,,,,,,,,,
2008-02-29,ENJSA,,,,,,,,,,,
2008-02-29,ENKAI,,55.23207709411646,0.20882947505022936,0.12291316954104141,61.250149584434745,,1.8,1.452,0.7097701149425288,-0.0561111111111111,0.17011019283746565
2008-02-29,EREGL,,39.53553953606501,0.06114055791141831,0.17078368131681093,47.046362867278695,,0.374,0.282,0.826086956521739,-0.04278074866310164,0.26950354609929084
2008-02-29,EUPWR,,,,,,,,,,,
2008-02-29,FENER,1.7375565610859727,97.13328476457933,0.1553393200427891,0.0795795696940518,69.36669623352375,,2.079,1.649,0.7046511627906973,-0.06108706108706119,0.18374772589448146
2008-02-29,FROTO,,36.762114841210206,0.04693347155908882,0.13885642473103202,33.8192886762372,,0.358,0.335,0.13043478260869595,-0.0558659217877094,0.008955223880597022
2008-02-29,GARAN,,15.98715177877552,0.5547041377007955,0.19114546440413352,53.193945347731486,,3.34,2.723,0.29011345218800694,-0.13113772455089812,0.06573632023503499
2008-02-29,GENIL,,,,,,,,,,,
2008-02-29,GESAN,,,,,,,,,,,
2008-02-29,GLRMK,,,,,,,,,,,
2008-02-29,GRSEL,,,,,,,,,,,
2008-02-29,GRTHO,,,,,,,,,,,
2008-02-29,GSRAY,1.2038834951456312,67.50203157577874,0.03145048615618787,0.11272575683221457,40.616816383652186,,0.287,0.249,0.7894736842105274,-0.027874564459930147,0.12048192771084348
2008-02-29,GUBRF,,89.14618286031799,0.10830512369773075,0.11759513973694978,62.643531730151395,,1.031,0.628,0.7270471464019853,-0.10669253152279329,0.4665605095541402
2008-02-29,HALKB,,,,,,,6.923,5.641,0.056942277691107955,-0.17463527372526355,0.012940967913490586
2008-02-29,HEKTS,,52.5194152776595,0.0011198701152738467,0.15998144503912096,27.59698340770469,,0.008,0.006,0.5,-0.125,0.16666666666666666
2008-02-29,IEYHO,,37.75172288761135,1.4070854390375567,0.3963620955035371,36.74265422094197,,4.05,3.4,0.23076923076923067,-0.1234567901234568,0.044117647058823505
2008-02-29,IPEKE,,41.396981291920056,0.41710305316830204,0.23018932294056405,42.00564043095394,,2.028,1.627,0.461346633416459,-0.10650887573964496,0.11370620774431472
2008-02-29,ISCTR,,16.943173164454404,0.08071402038483595,0.22053011034108183,24.551787356312303,,0.409,0.337,0.4027777777777776,-0.10513447432762833,0.08605341246290792
2008-02-29,ISMEN,,,,,,,0.052,0.044,0.37500000000000033,-0.0961538461538461,0.06818181818181825
2008-02-29,KCAER,,,,,,,,,,,
2008-02-29,KCHOL,,30.701790397590084,0.4163236685305172,0.19097415987638403,20.85988133517724,,2.34,1.974,0.5628415300546455,-0.06837606837606826,0.10435663627152998
2008-02-29,KONTR,,,,,,,,,,,
2008-02-29,KOZAA,,38.10369718276958,0.5820253696664726,0.26181977942711315,56.42973866825162,,2.668,2.1,0.21654929577464746,-0.16679160419790115,0.05857142857142846
2008-02-29,KOZAL,,,,,,,,,,,
2008-02-29,KRDMD,,46.13610702118647,0.06668649865363609,0.16146851974246026,51.23307959636129,,0.459,0.347,0.5892857142857141,-0.10021786492374736,0.19020172910662828
2008-02-29,KTLEV,,,,,,,,,,,
2008-02-29,KUYAS,,,,,,,,,,,
2008-02-29,LMKDC,,,,,,,,,,,
2008-02-29,MAGEN,,,,,,,,,,,
2008-02-29,MAVI,,,,,,,,,,,
2008-02-29,MGROS,,51.86548567647665,1.2117995067474037,0.1420799046485407,35.64339044962177,,8.925,8.134,0.499367888748419,-0.04436974789915975,0.04856159331202355
2008-02-29,MIATK,,,,,,,,,,,
2008-02-29,MPARK,,,,,,,,,,,
2008-02-29,OBAMS,,,,,,,,,,,
2008-02-29,ODAS,,,,,,,,,,,
2008-02-29,OTKAR,,49.36466521202507,0.28868124870528716,0.16696428496546395,42.673896531393574,,2.0,1.699,0.09966777408637885,-0.13549999999999995,0.01765744555620955
2008-02-29,OYAKC,,47.63305692140871,0.041063260295195254,0.14014764605868688,45.880757342418185,,0.297,0.249,0.9166666666666665,-0.013468013468013481,0.17670682730923687
2008-02-29,PASEU,,,,,,,,,,,
2008-02-29,PETKM,,36.50426458070461,0.0888606616736332,0.19616040104554788,26.066700448748858,,0.471,0.381,0.8000000000000004,-0.038216560509554055,0.18897637795275593
2008-02-29,PGSUS,,,,,,,,,,,
2008-02-29,RALYH,,60.29914656356842,0.0574948825115093,0.7769578717771527,27.406187799845352,,0.083,0.069,0.3571428571428565,-0.10843373493975912,0.07246376811594189
2008-02-29,REEDR,,,,,,,,,,,
2008-02-29,SAHOL,,29.721365987172582,0.6510302216795321,0.1972221210783193,27.728106455371904,,3.598,2.944,0.5458715596330279,-0.08254585881045018,0.12126358695652181
2008-02-29,SASA,,13.694375049832596,0.000873579727639079,0.4367898638195395,26.578995056494296,,0.003,0.002,0.0,-0.3333333333333333,0.0
2008-02-29,SISE,,32.95389926514202,0.1339238769636243,0.20795633068885758,19.932951420935343,,0.678,0.526,0.7763157894736841,-0.05014749262536877,0.22433460076045625
2008-02-29,SKBNK,,51.36857494497168,0.21393158388899378,0.21479074687649977,48.52372692698907,,1.031,0.826,0.8292682926829272,-0.03394762366634328,0.2058111380145279
2008-02-29,SMRTG,,,,,,,,,,,
2008-02-29,SOKM,,,,,,,,,,,
2008-02-29,TABGD,,,,,,,,,,,
2008-02-29,TAVHL,,,,,,,4.14,3.768,0.0672043010752698,-0.08381642512077284,0.0066348195329088
2008-02-29,TCELL,,56.65371096871542,0.8090052801213149,0.1345874696591773,36.24466172308976,,6.458,4.918,0.7097402597402597,-0.06921647568906783,0.22224481496543308
2008-02-29,THYAO,,33.49687430069694,0.15772682331452656,0.18732401818827382,17.891023589974065,,0.917,0.808,0.31192660550458645,-0.08178844056706659,0.04207920792079198
2008-02-29,TKFEN,,,,,,,3.328,2.793,0.6355140186915889,-0.05859374999999995,0.12173290368779084
2008-02-29,TOASO,,44.86194286426346,0.27526123818415527,0.15091076654833074,28.93739490265345,,1.92,1.664,0.6250000000000006,-0.04999999999999993,0.09615384615384624
2008-02-29,TSKB,,21.18365416660217,0.0422352094751269,0.2742546069813435,23.599264466820177,,0.172,0.147,0.2800000000000003,-0.10465116279069761,0.047619047619047665
2008-02-29,TTKOM,,,,,,,,,,,
2008-02-29,TTRAK,,44.465148535133864,0.33189113909397555,0.1635737501695296,27.365174891285946,,2.189,1.708,0.6673596673596671,-0.07309273640931939,0.1879391100702576
2008-02-29,TUPRS,,54.79970643022687,0.1720218195464448,0.1444347771170821,55.589432351207186,,1.268,1.02,0.6895161290322582,-0.06072555205047315,0.16764705882352945
2008-02-29,TUREX,,,,,,,,,,,
2008-02-29,TURSG,,25.588484899005262,0.02922936578704692,0.21335303494194832,35.0256213084808,,0.156,0.126,0.36666666666666703,-0.12179487179487172,0.08730158730158738
2008-02-29,ULKER,,40.087587180327525,0.4770846104171036,0.18857099225972476,15.67938809046405,,2.67,2.32,0.5999999999999998,-0.052434456928838996,0.09051724137931033
2008-02-29,VAKBN,,18.967210624910503,0.625309017733977,0.250023597654529,26.615448145703564,,2.744,2.293,0.4611973392461191,-0.08855685131195347,0.09071085913650229
2008-02-29,VESTL,,19.782495000338443,0.4159012287560774,0.28545039722448684,22.264868314417004,,1.585,1.3,0.5508771929824564,-0.08075709779179804,0.12076923076923078
2008-02-29,YEOTK,,,,,,,,,,,
2008-02-29,YKBNK,,18.090760748346415,0.2556943606736157,0.20924252100950547,39.47594424992043,,1.452,1.08,0.38172043010752676,-0.1584022038567493,0.1314814814814814
2008-02-29,ZOREN,,36.77406529044705,0.12822696145513596,0.21124705346809877,21.88920419614436,,0.624,0.497,0.8661417322834645,-0.027243589743589768,0.22132796780684103
2008-03-31,AEFES,,42.7619872963898,0.13231480161825482,0.17953161684973518,48.23562059128035,,0.836,0.656,0.44999999999999996,-0.11842105263157893,0.12347560975609749
2008-03-31,AGHOL,,37.46793553803927,0.10884978561895371,0.19935858171969542,24.806660062724916,,0.662,0.526,0.14705882352941188,-0.17522658610271902,0.03802281368821296
2008-03-31,AKBNK,,15.458334868095564,0.5419622268112626,0.2321037373924037,35.897967653028964,,2.619,2.219,0.29,-0.10843833524245904,0.05227579990986936
2008-03-31,AKSA,,22.42252068931497,0.005031689641342292,0.2648257705969628,21.44017950769617,,0.022,0.016,0.5,-0.13636363636363633,0.18749999999999994
2008-03-31,AKSEN,,,,,,,,,,,
2008-03-31,ALARK,,30.21986688599095,0.1684626773556979,0.18532747783905157,15.08646373662889,,0.982,0.876,0.31132075471698145,-0.07433808553971483,0.03767123287671236
2008-03-31,ALFAS,,,,,,,,,,,
2008-03-31,ALTNY,,,,,,,,,,,
2008-03-31,ANSGR,,27.280827206706896,0.028343904536592274,0.26003582143662635,23.1262337515438,,0.126,0.102,0.29166666666666685,-0.13492063492063494,0.06862745098039222
2008-03-31,ARCLK,,24.839063584589297,0.6867641541637903,0.28472809044933267,17.811890514318225,,3.163,2.321,0.1080760095011874,-0.23743281694593737,0.03920723825937085
2008-03-31,ASELS,,24.64696942506287,0.02877301643808161,0.24804324515587595,28.755089240255298,,0.135,0.109,0.2692307692307694,-0.14074074074074075,0.06422018348623859
2008-03-31,ASTOR,,,,,,,,,,,
2008-03-31,AVPGY,,,,,,,,,,,
2008-03-31,BALSU,,,,,,,,,,,
2008-03-31,BERA,,,,,,,,,,,
2008-03-31,BIMAS,,65.62046331797931,0.37171239331125805,0.13111548264947373,64.32944590415373,,3.267,2.808,0.05882352941176499,-0.13223140495867766,0.009615384615384664
2008-03-31,BINHO,,,,,,,,,,,
2008-03-31,BRSAN,,39.37063033437117,0.19242160365274896,0.16983371902272634,27.31079456984022,,1.184,1.051,0.6165413533834592,-0.04307432432432427,0.07802093244529028
2008-03-31,BRYAT,,23.24791639907859,0.44803513176761073,0.23469624503279765,19.676172586730832,,1.963,1.682,0.8078291814946619,-0.02750891492613349,0.13495838287752682
2008-03-31,BSOKE,,28.383065130184796,0.0415998521317078,0.21666589651931145,41.51173116854531,,0.229,0.191,0.02631578947368423,-0.16157205240174674,0.005235602094240842
2008-03-31,BTCIM,,37.17933540917506,0.014096264559210037,0.17190566535621996,45.83941430040927,,0.097,0.081,0.06250000000000006,-0.15463917525773194,0.012345679012345689
2008-03-31,CANTE,,,,,,,,,,,
2008-03-31,CCOLA,,,0.13100789359319495,0.1775174709934891,,,0.842,0.689,0.320261437908497,-0.12351543942992872,0.07111756168359949
2008-03-31,CIMSA,,31.197120499477055,0.06920610697548132,0.21359909560333742,23.637559902209393,,0.356,0.307,0.34693877551020447,-0.08988764044943813,0.055374592833876274
2008-03-31,CLEBI,,31.550494330705522,0.8186450087515316,0.35624238849065776,30.791896284379987,,2.702,2.168,0.24344569288389503,-0.14951887490747592,0.059963099630996254
2008-03-31,CWENE,,,,,,,,,,,
2008-03-31,DOAS,,27.940638475220034,0.21107156586265266,0.29728389558120094,23.408381509813537,,0.951,0.696,0.05490196078431377,-0.25341745531019977,0.020114942528735653
