date,ticker,trend_price_to_simple_moving_average_12_ratio,oscillator_relative_strength_index_14,volatility_average_true_range_14,volatility_average_true_range_14_normalized,market_strength_average_directional_index_14,market_strength_moving_average_convergence_divergence_histogram,monthly_high,monthly_low,position_within_monthly_range,percent_distance_from_monthly_high,percent_distance_from_monthly_low
2000-01-31,AEFES,,,,,,,,,,,
2000-01-31,AGHOL,,,,,,,,,,,
2000-01-31,AKBNK,,,,,,,0.589,0.429,0.0937500000000001,-0.24617996604414255,0.034965034965034995
2000-01-31,AKSA,,,,,,,0.029,0.02,0.3333333333333332,-0.20689655172413798,0.14999999999999997
2000-01-31,AKSEN,,,,,,,,,,,
2000-01-31,ALARK,,,,,,,1.205,0.73,0.5115789473684209,-0.19253112033195027,0.33287671232876714
2000-01-31,ALFAS,,,,,,,,,,,
2000-01-31,ALTNY,,,,,,,,,,,
2000-01-31,ANSGR,,,,,,,0.048,0.032,0.18750000000000017,-0.27083333333333326,0.09375000000000008
2000-01-31,ARCLK,,,,,,,1.733,1.277,0.1206140350877196,-0.23139065204847087,0.04306969459671117
2000-01-31,ASELS,,,,,,,0.061,0.041,0.35000000000000003,-0.21311475409836061,0.17073170731707316
2000-01-31,ASTOR,,,,,,,,,,,
2000-01-31,AVPGY,,,,,,,,,,,
2000-01-31,BALSU,,,,,,,,,,,
2000-01-31,BERA,,,,,,,,,,,
2000-01-31,BIMAS,,,,,,,,,,,
2000-01-31,BINHO,,,,,,,,,,,
2000-01-31,BRSAN,,,,,,,0.329,0.198,0.34351145038167924,-0.26139817629179335,0.22727272727272718
2000-01-31,BRYAT,,,,,,,1.254,0.611,0.3421461897356143,-0.33732057416267947,0.3600654664484451
2000-01-31,BSOKE,,,,,,,,,,,
2000-01-31,BTCIM,,,,,,,0.022,0.013,0.3333333333333335,-0.27272727272727265,0.23076923076923084
2000-01-31,CANTE,,,,,,,,,,,
2000-01-31,CCOLA,,,,,,,,,,,
2000-01-31,CIMSA,,,,,,,0.084,0.049,0.45714285714285713,-0.22619047619047622,0.32653061224489793
2000-01-31,CLEBI,,,,,,,0.554,0.333,0.8190045248868777,-0.072202166064982,0.5435435435435435
2000-01-31,CWENE,,,,,,,,,,,
2000-01-31,DOAS,,,,,,,,,,,
2000-01-31,DOHOL,,,,,,,0.938,0.604,0.21856287425149723,-0.27825159914712144,0.120860927152318
2000-01-31,DSTKF,,,,,,,,,,,
2000-01-31,EFORC,,,,,,,,,,,
2000-01-31,EGEEN,,,,,,,3.77,1.73,0.32352941176470595,-0.36604774535809015,0.3815028901734105
2000-01-31,EKGYO,,,,,,,,,,,
2000-01-31,ENERY,,,,,,,,,,,
2000-01-31,ENJSA,,,,,,,,,,,
2000-01-31,ENKAI,,,,,,,,,,,
2000-01-31,EREGL,,,,,,,0.062,0.042,0.049999999999999704,-0.30645161290322587,0.023809523809523662
2000-01-31,EUPWR,,,,,,,,,,,
2000-01-31,FENER,,,,,,,,,,,
2000-01-31,FROTO,,,,,,,0.067,0.04,0.22222222222222213,-0.3134328358208956,0.14999999999999997
2000-01-31,GARAN,,,,,,,0.617,0.392,0.3022222222222223,-0.25445705024311177,0.17346938775510204
2000-01-31,GENIL,,,,,,,,,,,
2000-01-31,GESAN,,,,,,,,,,,
2000-01-31,GLRMK,,,,,,,,,,,
2000-01-31,GRSEL,,,,,,,,,,,
2000-01-31,GRTHO,,,,,,,,,,,
2000-01-31,GSRAY,,,,,,,,,,,
2000-01-31,GUBRF,,,,,,,0.167,0.11,0.368421052631579,-0.2155688622754491,0.19090909090909094
2000-01-31,HALKB,,,,,,,,,,,
2000-01-31,HEKTS,,,,,,,0.003,0.002,0.0,-0.3333333333333333,0.0
2000-01-31,IEYHO,,,,,,,33.367,10.899,0.7029553142246753,-0.20001798183834316,1.4491237728231952
2000-01-31,IPEKE,,,,,,,,,,,
2000-01-31,ISCTR,,,,,,,0.212,0.138,0.2567567567567567,-0.25943396226415094,0.13768115942028977
2000-01-31,ISMEN,,,,,,,,,,,
2000-01-31,KCAER,,,,,,,,,,,
2000-01-31,KCHOL,,,,,,,1.757,1.236,0.3608445297504798,-0.18952760387023335,0.15210355987055013
2000-01-31,KONTR,,,,,,,,,,,
2000-01-31,KOZAA,,,,,,,,,,,
2000-01-31,KOZAL,,,,,,,,,,,
2000-01-31,KRDMD,,,,,,,0.143,0.076,0.4328358208955224,-0.2657342657342657,0.381578947368421
2000-01-31,KTLEV,,,,,,,,,,,
2000-01-31,KUYAS,,,,,,,,,,,
2000-01-31,LMKDC,,,,,,,,,,,
2000-01-31,MAGEN,,,,,,,,,,,
2000-01-31,MAVI,,,,,,,,,,,
2000-01-31,MGROS,,,,,,,4.185,2.816,0.4287801314828344,-0.1868578255675029,0.2084517045454546
2000-01-31,MIATK,,,,,,,,,,,
2000-01-31,MPARK,,,,,,,,,,,
2000-01-31,OBAMS,,,,,,,,,,,
2000-01-31,ODAS,,,,,,,,,,,
2000-01-31,OTKAR,,,,,,,0.597,0.327,0.662962962962963,-0.15242881072026795,0.547400611620795
2000-01-31,OYAKC,,,,,,,0.024,0.014,0.3999999999999998,-0.25000000000000006,0.2857142857142856
2000-01-31,PASEU,,,,,,,,,,,
2000-01-31,PETKM,,,,,,,1.387,0.802,0.2615384615384614,-0.311463590483057,0.1907730673316707
2000-01-31,PGSUS,,,,,,,,,,,
2000-01-31,RALYH,,,,,,,0.18,0.068,0.5714285714285715,-0.2666666666666666,0.9411764705882353
2000-01-31,REEDR,,,,,,,,,,,
2000-01-31,SAHOL,,,,,,,1.54,1.091,0.13140311804008895,-0.25324675324675333,0.05407882676443625
2000-01-31,SASA,,,,,,,0.008,0.005,0.3333333333333333,-0.25,0.2
2000-01-31,SISE,,,,,,,0.447,0.248,0.2412060301507537,-0.33780760626398215,0.19354838709677413
2000-01-31,SKBNK,,,,,,,0.315,0.204,0.34234234234234234,-0.23174603174603178,0.1862745098039216
2000-01-31,SMRTG,,,,,,,,,,,
2000-01-31,SOKM,,,,,,,,,,,
2000-01-31,TABGD,,,,,,,,,,,
2000-01-31,TAVHL,,,,,,,,,,,
2000-01-31,TCELL,,,,,,,,,,,
2000-01-31,THYAO,,,,,,,2.342,1.307,0.4589371980676329,-0.23911187019641333,0.3634276970160674
2000-01-31,TKFEN,,,,,,,,,,,
2000-01-31,TOASO,,,,,,,0.462,0.269,0.22797927461139889,-0.3225108225108225,0.16356877323420066
2000-01-31,TSKB,,,,,,,0.044,0.021,0.43478260869565216,-0.2954545454545454,0.4761904761904761
2000-01-31,TTKOM,,,,,,,,,,,
2000-01-31,TTRAK,,,,,,,,,,,
2000-01-31,TUPRS,,,,,,,0.484,0.302,0.12637362637362648,-0.32851239669421484,0.07615894039735106
2000-01-31,TUREX,,,,,,,,,,,
2000-01-31,TURSG,,,,,,,0.041,0.024,0.41176470588235287,-0.2439024390243903,0.29166666666666663
2000-01-31,ULKER,,,,,,,1.46,0.8,0.49999999999999983,-0.22602739726027402,0.4124999999999998
2000-01-31,VAKBN,,,,,,,,,,,
2000-01-31,VESTL,,,,,,,4.233,2.907,0.38536953242835614,-0.19253484526340647,0.17578259373925012
2000-01-31,YEOTK,,,,,,,,,,,
2000-01-31,YKBNK,,,,,,,1.076,0.74,0.4583333333333333,-0.16914498141263945,0.20810810810810815
2000-01-31,ZOREN,,,,,,,,,,,
2000-02-29,AEFES,,,,,,,,,,,
2000-02-29,AGHOL,,,,,,,0.187,0.109,0.08974358974358983,-0.3796791443850267,0.06422018348623859
2000-02-29,AKBNK,,,,,,,0.452,0.306,0.36986301369863006,-0.2035398230088496,0.1764705882352941
2000-02-29,AKSA,,,,,,,0.025,0.017,0.24999999999999978,-0.24000000000000007,0.1176470588235293
2000-02-29,AKSEN,,,,,,,,,,,
2000-02-29,ALARK,,,,,,,0.997,0.649,0.49999999999999983,-0.17452357071213645,0.2681047765793527
2000-02-29,ALFAS,,,,,,,,,,,
2000-02-29,ALTNY,,,,,,,,,,,
2000-02-29,ANSGR,,,,,,,0.043,0.028,0.40000000000000024,-0.20930232558139522,0.21428571428571436
2000-02-29,ARCLK,,,,,,,1.422,0.967,0.6000000000000001,-0.12798874824191275,0.282316442605998
2000-02-29,ASELS,,,,,,,0.055,0.041,0.5714285714285715,-0.10909090909090906,0.1951219512195122
2000-02-29,ASTOR,,,,,,,,,,,
2000-02-29,AVPGY,,,,,,,,,,,
2000-02-29,BALSU,,,,,,,,,,,
2000-02-29,BERA,,,,,,,,,,,
2000-02-29,BIMAS,,,,,,,,,,,
2000-02-29,BINHO,,,,,,,,,,,
2000-02-29,BRSAN,,,,,,,0.348,0.202,0.8698630136986304,-0.05459770114942518,0.6287128712871287
2000-02-29,BRYAT,,,,,,,1.287,0.782,0.9029702970297031,-0.038073038073038024,0.5831202046035805
2000-02-29,BSOKE,,,,,,,,,,,
2000-02-29,BTCIM,,,,,,,0.022,0.014,0.4999999999999999,-0.18181818181818182,0.2857142857142856
2000-02-29,CANTE,,,,,,,,,,,
2000-02-29,CCOLA,,,,,,,,,,,
2000-02-29,CIMSA,,,,,,,0.067,0.049,0.6111111111111108,-0.1044776119402986,0.22448979591836726
2000-02-29,CLEBI,,,,,,,0.594,0.466,0.7500000000000006,-0.05387205387205374,0.20600858369098718
2000-02-29,CWENE,,,,,,,,,,,
2000-02-29,DOAS,,,,,,,,,,,
2000-02-29,DOHOL,,,,,,,0.74,0.583,0.7961783439490444,-0.04324324324324328,0.21440823327615782
2000-02-29,DSTKF,,,,,,,,,,,
2000-02-29,EFORC,,,,,,,,,,,
2000-02-29,EGEEN,,,,,,,2.58,1.79,0.35443037974683517,-0.19767441860465124,0.15642458100558648
2000-02-29,EKGYO,,,,,,,,,,,
2000-02-29,ENERY,,,,,,,,,,,
2000-02-29,ENJSA,,,,,,,,,,,
2000-02-29,ENKAI,,,,,,,,,,,
2000-02-29,EREGL,,,,,,,0.046,0.04,1.0,0.0,0.14999999999999997
2000-02-29,EUPWR,,,,,,,,,,,
2000-02-29,FENER,,,,,,,,,,,
2000-02-29,FROTO,,,,,,,0.05,0.038,0.6666666666666665,-0.08000000000000007,0.2105263157894737
2000-02-29,GARAN,,,,,,,0.474,0.353,0.5206611570247934,-0.12236286919831224,0.1784702549575071
2000-02-29,GENIL,,,,,,,,,,,
2000-02-29,GESAN,,,,,,,,,,,
2000-02-29,GLRMK,,,,,,,,,,,
2000-02-29,GRSEL,,,,,,,,,,,
2000-02-29,GRTHO,,,,,,,,,,,
2000-02-29,GSRAY,,,,,,,,,,,
2000-02-29,GUBRF,,,,,,,0.134,0.082,0.28846153846153844,-0.27611940298507465,0.18292682926829268
2000-02-29,HALKB,,,,,,,,,,,
2000-02-29,HEKTS,,,,,,,0.002,0.001,1.0,0.0,1.0
2000-02-29,IEYHO,,,,,,,29.47,19.351,0.6154758375333532,-0.13203257550050893,0.32184383236008485
2000-02-29,IPEKE,,,,,,,,,,,
2000-02-29,ISCTR,,,,,,,0.17,0.139,0.8709677419354838,-0.023529411764705903,0.19424460431654672
2000-02-29,ISMEN,,,,,,,,,,,
2000-02-29,KCAER,,,,,,,,,,,
2000-02-29,KCHOL,,,,,,,1.454,1.006,0.7299107142857143,-0.08321870701513068,0.32504970178926434
2000-02-29,KONTR,,,,,,,,,,,
2000-02-29,KOZAA,,,,,,,,,,,
2000-02-29,KOZAL,,,,,,,,,,,
2000-02-29,KRDMD,,,,,,,0.11,0.065,0.511111111111111,-0.20000000000000004,0.3538461538461537
2000-02-29,KTLEV,,,,,,,,,,,
2000-02-29,KUYAS,,,,,,,,,,,
2000-02-29,LMKDC,,,,,,,,,,,
2000-02-29,MAGEN,,,,,,,,,,,
2000-02-29,MAVI,,,,,,,,,,,
2000-02-29,MGROS,,,,,,,3.481,2.269,0.35478547854785464,-0.22464808962941685,0.1895107977082414
2000-02-29,MIATK,,,,,,,,,,,
2000-02-29,MPARK,,,,,,,,,,,
2000-02-29,OBAMS,,,,,,,,,,,
2000-02-29,ODAS,,,,,,,,,,,
2000-02-29,OTKAR,,,,,,,0.527,0.33,0.5025380710659897,-0.18595825426944976,0.29999999999999993
2000-02-29,OYAKC,,,,,,,0.02,0.015,0.4000000000000003,-0.14999999999999997,0.13333333333333347
2000-02-29,PASEU,,,,,,,,,,,
2000-02-29,PETKM,,,,,,,0.973,0.649,0.7222222222222223,-0.092497430626927,0.3605546995377504
2000-02-29,PGSUS,,,,,,,,,,,
2000-02-29,RALYH,,,,,,,0.143,0.096,0.5957446808510639,-0.1328671328671328,0.29166666666666663
2000-02-29,REEDR,,,,,,,,,,,
2000-02-29,SAHOL,,,,,,,1.189,0.858,0.5287009063444106,-0.13120269133725831,0.20396270396270388
2000-02-29,SASA,,,,,,,0.006,0.005,1.0,0.0,0.2
2000-02-29,SISE,,,,,,,0.3,0.215,0.3647058823529412,-0.18,0.14418604651162792
2000-02-29,SKBNK,,,,,,,0.315,0.236,0.22784810126582294,-0.19365079365079366,0.07627118644067804
2000-02-29,SMRTG,,,,,,,,,,,
2000-02-29,SOKM,,,,,,,,,,,
2000-02-29,TABGD,,,,,,,,,,,
2000-02-29,TAVHL,,,,,,,,,,,
2000-02-29,TCELL,,,,,,,,,,,
2000-02-29,THYAO,,,,,,,1.799,1.12,0.450662739322533,-0.20733740967204004,0.2732142857142855
2000-02-29,TKFEN,,,,,,,,,,,
2000-02-29,TOASO,,,,,,,0.35,0.241,0.44036697247706413,-0.1742857142857143,0.19917012448132776
2000-02-29,TSKB,,,,,,,0.032,0.023,0.2222222222222224,-0.21874999999999997,0.08695652173913052
2000-02-29,TTKOM,,,,,,,,,,,
2000-02-29,TTRAK,,,,,,,,,,,
2000-02-29,TUPRS,,,,,,,0.336,0.228,0.2592592592592592,-0.23809523809523814,0.12280701754385963
2000-02-29,TUREX,,,,,,,,,,,
2000-02-29,TURSG,,,,,,,0.033,0.026,0.5714285714285712,-0.09090909090909098,0.15384615384615385
2000-02-29,ULKER,,,,,,,1.23,0.82,0.2682926829268295,-0.24390243902439018,0.13414634146341475
2000-02-29,VAKBN,,,,,,,,,,,
2000-02-29,VESTL,,,,,,,3.978,2.754,0.875,-0.038461538461538464,0.38888888888888895
2000-02-29,YEOTK,,,,,,,,,,,
2000-02-29,YKBNK,,,,,,,0.992,0.838,0.7272727272727271,-0.042338709677419394,0.13365155131264916
2000-02-29,ZOREN,,,,,,,,,,,
2000-03-31,AEFES,,,,,,,,,,,
2000-03-31,AGHOL,,,,,,,0.132,0.108,0.16666666666666677,-0.15151515151515155,0.03703703703703707
2000-03-31,AKBNK,,,,,,,0.421,0.325,0.16666666666666685,-0.19002375296912105,0.04923076923076927
2000-03-31,AKSA,,,,,,,0.025,0.019,0.4999999999999997,-0.1200000000000001,0.15789473684210523
2000-03-31,AKSEN,,,,,,,,,,,
2000-03-31,ALARK,,,,,,,0.95,0.73,0.2636363636363639,-0.1705263157894736,0.07945205479452062
2000-03-31,ALFAS,,,,,,,,,,,
2000-03-31,ALTNY,,,,,,,,,,,
2000-03-31,ANSGR,,,,,,,0.038,0.027,0.27272727272727265,-0.2105263157894737,0.11111111111111108
2000-03-31,ARCLK,,,,,,,1.514,1.112,0.22885572139303453,-0.20475561426684283,0.08273381294964015
2000-03-31,ASELS,,,,,,,0.061,0.048,0.5384615384615385,-0.09836065573770489,0.14583333333333331
2000-03-31,ASTOR,,,,,,,,,,,
2000-03-31,AVPGY,,,,,,,,,,,
2000-03-31,BALSU,,,,,,,,,,,
2000-03-31,BERA,,,,,,,,,,,
2000-03-31,BIMAS,,,,,,,,,,,
2000-03-31,BINHO,,,,,,,,,,,
2000-03-31,BRSAN,,,,,,,0.363,0.281,0.18292682926829226,-0.18457300275482094,0.05338078291814931
2000-03-31,BRYAT,,,,,,,2.183,1.059,0.6814946619217083,-0.16399450297755377,0.7233238904627007
2000-03-31,BSOKE,,,,,,,,,,,
2000-03-31,BTCIM,,,,,,,0.019,0.016,0.3333333333333337,-0.10526315789473675,0.06250000000000006
2000-03-31,CANTE,,,,,,,,,,,
2000-03-31,CCOLA,,,,,,,,,,,
2000-03-31,CIMSA,,,,,,,0.067,0.054,0.2307692307692309,-0.1492537313432836,0.05555555555555561
2000-03-31,CLEBI,,,,,,,0.809,0.448,0.09418282548476446,-0.40420271940667496,0.07589285714285708
2000-03-31,CWENE,,,,,,,,,,,
2000-03-31,DOAS,,,,,,,,,,,
2000-03-31,DOHOL,,,,,,,1.125,0.708,0.45083932853717035,-0.20355555555555555,0.2655367231638419
2000-03-31,DSTKF,,,,,,,,,,,
2000-03-31,EFORC,,,,,,,,,,,
2000-03-31,EGEEN,,,,,,,2.99,2.07,0.8478260869565216,-0.046822742474916426,0.3768115942028987
2000-03-31,EKGYO,,,,,,,,,,,
2000-03-31,ENERY,,,,,,,,,,,
2000-03-31,ENJSA,,,,,,,,,,,
2000-03-31,ENKAI,,,,,,,,,,,
2000-03-31,EREGL,,,,,,,0.057,0.046,0.36363636363636387,-0.12280701754385963,0.08695652173913052
2000-03-31,EUPWR,,,,,,,,,,,
2000-03-31,FENER,,,,,,,,,,,
2000-03-31,FROTO,,,,,,,0.056,0.044,0.4166666666666669,-0.12499999999999999,0.11363636363636374
2000-03-31,GARAN,,,,,,,0.455,0.348,0.14018691588785054,-0.20219780219780226,0.043103448275862113
2000-03-31,GENIL,,,,,,,,,,,
2000-03-31,GESAN,,,,,,,,,,,
2000-03-31,GLRMK,,,,,,,,,,,
2000-03-31,GRSEL,,,,,,,,,,,
2000-03-31,GRTHO,,,,,,,,,,,
2000-03-31,GSRAY,,,,,,,,,,,
2000-03-31,GUBRF,,,,,,,0.107,0.088,0.31578947368421073,-0.12149532710280372,0.06818181818181825
2000-03-31,HALKB,,,,,,,,,,,
2000-03-31,HEKTS,,,,,,,0.002,0.002,0.5,0.0,0.0
2000-03-31,IEYHO,,,,,,,26.134,16.681,0.117634613350259,-0.31916277645978425,0.0666626701037107
2000-03-31,IPEKE,,,,,,,,,,,
2000-03-31,ISCTR,,,,,,,0.182,0.148,0.17647058823529427,-0.15384615384615383,0.04054054054054058
2000-03-31,ISMEN,,,,,,,,,,,
2000-03-31,KCAER,,,,,,,,,,,
2000-03-31,KCHOL,,,,,,,1.666,1.333,0.7267267267267268,-0.054621848739495785,0.18154538634658665
2000-03-31,KONTR,,,,,,,,,,,
2000-03-31,KOZAA,,,,,,,,,,,
2000-03-31,KOZAL,,,,,,,,,,,
2000-03-31,KRDMD,,,,,,,0.108,0.086,0.36363636363636387,-0.12962962962962962,0.09302325581395358
2000-03-31,KTLEV,,,,,,,,,,,
2000-03-31,KUYAS,,,,,,,,,,,
2000-03-31,LMKDC,,,,,,,,,,,
2000-03-31,MAGEN,,,,,,,,,,,
2000-03-31,MAVI,,,,,,,,,,,
2000-03-31,MGROS,,,,,,,3.246,2.425,0.14250913520097439,-0.21688231669747388,0.04824742268041237
2000-03-31,MIATK,,,,,,,,,,,
2000-03-31,MPARK,,,,,,,,,,,
2000-03-31,OBAMS,,,,,,,,,,,
2000-03-31,ODAS,,,,,,,,,,,
2000-03-31,OTKAR,,,,,,,0.485,0.387,0.14285714285714302,-0.17319587628865973,0.03617571059431528
2000-03-31,OYAKC,,,,,,,0.02,0.017,0.33333333333333254,-0.10000000000000009,0.05882352941176455
2000-03-31,PASEU,,,,,,,,,,,
2000-03-31,PETKM,,,,,,,1.027,0.703,0.13888888888888903,-0.2716650438169425,0.06401137980085354
2000-03-31,PGSUS,,,,,,,,,,,
2000-03-31,RALYH,,,,,,,0.131,0.096,0.37142857142857133,-0.16793893129770995,0.13541666666666663
2000-03-31,REEDR,,,,,,,,,,,
2000-03-31,SAHOL,,,,,,,1.52,1.052,0.8547008547008546,-0.0447368421052632,0.3802281368821292
2000-03-31,SASA,,,,,,,0.007,0.006,0.0,-0.14285714285714285,0.0
2000-03-31,SISE,,,,,,,0.3,0.252,0.37500000000000044,-0.09999999999999991,0.0714285714285715
2000-03-31,SKBNK,,,,,,,0.271,0.222,0.10204081632653067,-0.16236162361623618,0.022522522522522542
2000-03-31,SMRTG,,,,,,,,,,,
2000-03-31,SOKM,,,,,,,,,,,
2000-03-31,TABGD,,,,,,,,,,,
2000-03-31,TAVHL,,,,,,,,,,,
2000-03-31,TCELL,,,,,,,,,,,
2000-03-31,THYAO,,,,,,,1.668,1.27,0.12562814070351772,-0.20863309352517978,0.039370078740157514
2000-03-31,TKFEN,,,,,,,,,,,
2000-03-31,TOASO,,,,,,,0.382,0.293,0.5505617977528093,-0.1047120418848167,0.16723549488054623
2000-03-31,TSKB,,,,,,,0.03,0.022,0.2500000000000002,-0.19999999999999996,0.090909090909091
2000-03-31,TTKOM,,,,,,,,,,,
2000-03-31,TTRAK,,,,,,,,,,,
2000-03-31,TUPRS,,,,,,,0.279,0.202,0.1558441558441556,-0.23297491039426532,0.05940594059405932
2000-03-31,TUREX,,,,,,,,,,,
2000-03-31,TURSG,,,,,,,0.033,0.026,0.28571428571428586,-0.15151515151515155,0.076923076923077
2000-03-31,ULKER,,,,,,,1.15,0.85,0.46666666666666684,-0.13913043478260864,0.1647058823529412
2000-03-31,VAKBN,,,,,,,,,,,
2000-03-31,VESTL,,,,,,,5.305,3.774,0.16655780535597645,-0.24052780395852966,0.06756756756756754
2000-03-31,YEOTK,,,,,,,,,,,
2000-03-31,YKBNK,,,,,,,1.174,0.838,0.1250000000000001,-0.2504258943781942,0.050119331742243485
2000-03-31,ZOREN,,,,,,,,,,,
2000-04-28,AEFES,,,,,,,,,,,
2000-04-28,AGHOL,,,,,,,0.169,0.108,1.0,0.0,0.564814814814815
2000-04-28,AKBNK,,,,,,,0.434,0.31,0.9354838709677419,-0.01843317972350232,0.37419354838709673
2000-04-28,AKSA,,,,,,,0.032,0.021,1.0,0.0,0.5238095238095237
2000-04-28,AKSEN,,,,,,,,,,,
2000-04-28,ALARK,,,,,,,0.962,0.73,1.0,0.0,0.31780821917808216
2000-04-28,ALFAS,,,,,,,,,,,
2000-04-28,ALTNY,,,,,,,,,,,
2000-04-28,ANSGR,,,,,,,0.041,0.029,0.9166666666666666,-0.024390243902439046,0.3793103448275862
2000-04-28,ARCLK,,,,,,,1.915,1.204,0.9746835443037974,-0.00939947780678852,0.5755813953488372
2000-04-28,ASELS,,,,,,,0.083,0.049,0.9411764705882353,-0.024096385542168693,0.6530612244897959
2000-04-28,ASTOR,,,,,,,,,,,
2000-04-28,AVPGY,,,,,,,,,,,
2000-04-28,BALSU,,,,,,,,,,,
2000-04-28,BERA,,,,,,,,,,,
2000-04-28,BIMAS,,,,,,,,,,,
2000-04-28,BINHO,,,,,,,,,,,
2000-04-28,BRSAN,,,,,,,0.367,0.273,1.0,0.0,0.3443223443223442
2000-04-28,BRYAT,,,,,,,1.955,1.466,1.0,0.0,0.3335607094133698
2000-04-28,BSOKE,,,,,,,,,,,
2000-04-28,BTCIM,,,,,,,0.025,0.017,0.6249999999999997,-0.1200000000000001,0.2941176470588234
2000-04-28,CANTE,,,,,,,,,,,
2000-04-28,CCOLA,,,,,,,,,,,
2000-04-28,CIMSA,,,,,,,0.063,0.055,0.6249999999999997,-0.04761904761904766,0.09090909090909087
2000-04-28,CLEBI,,,,,,,0.511,0.39,0.19834710743801626,-0.18982387475538165,0.06153846153846145
2000-04-28,CWENE,,,,,,,,,,,
2000-04-28,DOAS,,,,,,,,,,,
2000-04-28,DOHOL,,,,,,,0.969,0.688,0.3701067615658366,-0.18266253869969035,0.15116279069767458
2000-04-28,DSTKF,,,,,,,,,,,
2000-04-28,EFORC,,,,,,,,,,,
2000-04-28,EGEEN,,,,,,,3.54,2.76,0.7435897435897434,-0.056497175141242986,0.21014492753623193
2000-04-28,EKGYO,,,,,,,,,,,
2000-04-28,ENERY,,,,,,,,,,,
2000-04-28,ENJSA,,,,,,,,,,,
2000-04-28,ENKAI,,,,,,,,,,,
2000-04-28,EREGL,,,,,,,0.073,0.048,0.56,-0.15068493150684928,0.29166666666666663
2000-04-28,EUPWR,,,,,,,,,,,
2000-04-28,FENER,,,,,,,,,,,
2000-04-28,FROTO,,,,,,,0.067,0.046,0.9523809523809523,-0.01492537313432837,0.4347826086956523
2000-04-28,GARAN,,,,,,,0.508,0.348,0.9375,-0.019685039370078757,0.4310344827586208
2000-04-28,GENIL,,,,,,,,,,,
2000-04-28,GESAN,,,,,,,,,,,
2000-04-28,GLRMK,,,,,,,,,,,
2000-04-28,GRSEL,,,,,,,,,,,
2000-04-28,GRTHO,,,,,,,,,,,
2000-04-28,GSRAY,,,,,,,,,,,
2000-04-28,GUBRF,,,,,,,0.118,0.089,0.9310344827586211,-0.01694915254237278,0.30337078651685406
2000-04-28,HALKB,,,,,,,,,,,
2000-04-28,HEKTS,,,,,,,0.003,0.002,1.0,0.0,0.5
2000-04-28,IEYHO,,,,,,,21.575,15.569,0.2963702963702963,-0.19587485515643102,0.11432975785214203
2000-04-28,IPEKE,,,,,,,,,,,
2000-04-28,ISCTR,,,,,,,0.206,0.151,0.9454545454545459,-0.014563106796116384,0.34437086092715247
2000-04-28,ISMEN,,,,,,,,,,,
2000-04-28,KCAER,,,,,,,,,,,
2000-04-28,KCHOL,,,,,,,1.697,1.272,0.5011764705882354,-0.12492634060106067,0.1674528301886793
2000-04-28,KONTR,,,,,,,,,,,
2000-04-28,KOZAA,,,,,,,,,,,
2000-04-28,KOZAL,,,,,,,,,,,
2000-04-28,KRDMD,,,,,,,0.107,0.088,0.6315789473684215,-0.06542056074766348,0.1363636363636365
2000-04-28,KTLEV,,,,,,,,,,,
2000-04-28,KUYAS,,,,,,,,,,,
2000-04-28,LMKDC,,,,,,,,,,,
2000-04-28,MAGEN,,,,,,,,,,,
2000-04-28,MAVI,,,,,,,,,,,
2000-04-28,MGROS,,,,,,,3.285,2.386,0.9566184649610677,-0.011872146118721505,0.36043587594300075
2000-04-28,MIATK,,,,,,,,,,,
2000-04-28,MPARK,,,,,,,,,,,
2000-04-28,OBAMS,,,,,,,,,,,
2000-04-28,ODAS,,,,,,,,,,,
2000-04-28,OTKAR,,,,,,,0.562,0.379,1.0,0.0,0.48284960422163603
2000-04-28,OYAKC,,,,,,,0.02,0.017,1.0,0.0,0.17647058823529405
2000-04-28,PASEU,,,,,,,,,,,
2000-04-28,PETKM,,,,,,,0.865,0.721,0.25000000000000017,-0.12485549132947975,0.04993065187239949
2000-04-28,PGSUS,,,,,,,,,,,
2000-04-28,RALYH,,,,,,,0.149,0.107,0.4523809523809525,-0.1543624161073825,0.17757009345794394
2000-04-28,REEDR,,,,,,,,,,,
2000-04-28,SAHOL,,,,,,,1.587,1.184,0.40446650124069483,-0.15122873345935728,0.13766891891891894
2000-04-28,SASA,,,,,,,0.007,0.006,1.0,0.0,0.16666666666666666
2000-04-28,SISE,,,,,,,0.372,0.258,0.4473684210526315,-0.16935483870967744,0.19767441860465113
2000-04-28,SKBNK,,,,,,,0.268,0.219,0.5918367346938773,-0.07462686567164185,0.1324200913242009
2000-04-28,SMRTG,,,,,,,,,,,
2000-04-28,SOKM,,,,,,,,,,,
2000-04-28,TABGD,,,,,,,,,,,
2000-04-28,TAVHL,,,,,,,,,,,
2000-04-28,TCELL,,,,,,,,,,,
2000-04-28,THYAO,,,,,,,1.768,1.27,0.7008032128514056,-0.08427601809954752,0.2748031496062992
2000-04-28,TKFEN,,,,,,,,,,,
2000-04-28,TOASO,,,,,,,0.462,0.321,0.9290780141843971,-0.021645021645021665,0.40809968847352024
2000-04-28,TSKB,,,,,,,0.032,0.021,1.0,0.0,0.5238095238095237
2000-04-28,TTKOM,,,,,,,,,,,
2000-04-28,TTRAK,,,,,,,,,,,
2000-04-28,TUPRS,,,,,,,0.256,0.175,0.9629629629629629,-0.01171875000000001,0.44571428571428584
2000-04-28,TUREX,,,,,,,,,,,
