date,ret_gross,ret_net,turnover,cost_bps_applied
2000-07-21,0.022993197448918104,0.022993197448918104,0.0,0.0
2000-07-24,0.019369798163989392,0.019369798163989392,0.0,0.0
2000-07-25,0.02427404184520784,0.02427404184520784,0.0,0.0
2000-07-26,-0.012779856142319912,-0.012779856142319912,0.0,0.0
2000-07-27,-0.0011699471305909094,-0.0011699471305909094,0.0,0.0
2000-07-28,0.03625602491997566,0.03625602491997566,0.0,0.0
2000-07-31,-0.004249710320123657,-0.004249710320123657,0.0,0.0
2000-08-01,0.01983272077109208,0.01983272077109208,0.0,0.0
2000-08-01,0.0,-0.0007999999999999999,0.39999999999999997,20.0
2000-08-02,0.029775635310932327,0.029775635310932327,0.0,0.0
2000-08-03,0.004790782470115663,0.004790782470115663,0.0,0.0
2000-08-04,-0.017118853311598195,-0.017118853311598195,0.0,0.0
2000-08-07,-0.015194805308845828,-0.015194805308845828,0.0,0.0
2000-08-08,-0.004726298079930259,-0.004726298079930259,0.0,0.0
2000-08-09,0.0040956841245095585,0.0040956841245095585,0.0,0.0
2000-08-10,0.008292529693737727,0.008292529693737727,0.0,0.0
2000-08-11,0.03588300862407665,0.03588300862407665,0.0,0.0
2000-08-14,0.03331994482081861,0.03331994482081861,0.0,0.0
2000-08-15,-0.019186582021017543,-0.019186582021017543,0.0,0.0
2000-08-16,0.00901686019698681,0.00901686019698681,0.0,0.0
2000-08-17,0.022862774592482482,0.022862774592482482,0.0,0.0
2000-08-18,0.017466039659893417,0.017466039659893417,0.0,0.0
2000-08-21,-0.012004522538238794,-0.012004522538238794,0.0,0.0
2000-08-22,-0.01043704768283379,-0.01043704768283379,0.0,0.0
2000-08-23,0.01829226922185423,0.01829226922185423,0.0,0.0
2000-08-24,0.002470487473430161,0.002470487473430161,0.0,0.0
2000-08-25,-0.006522253048525463,-0.006522253048525463,0.0,0.0
2000-08-28,0.0051142905498336114,0.0051142905498336114,0.0,0.0
2000-08-29,0.010869815927209425,0.010869815927209425,0.0,0.0
2000-08-30,0.0,0.0,0.0,0.0
2000-08-31,-0.015659845513960702,-0.015659845513960702,0.0,0.0
2000-09-01,0.002371290580762431,0.002371290580762431,0.0,0.0
2000-09-01,0.0,-0.0006,0.3,20.0
2000-09-04,-0.005604428851469846,-0.005604428851469846,0.0,0.0
2000-09-05,0.020970467282177375,0.020970467282177375,0.0,0.0
2000-09-06,-0.0004538475572958391,-0.0004538475572958391,0.0,0.0
2000-09-07,-0.03127428617077466,-0.03127428617077466,0.0,0.0
2000-09-08,0.01185326908721538,0.01185326908721538,0.0,0.0
2000-09-11,-0.050948441445874085,-0.050948441445874085,0.0,0.0
2000-09-12,-0.0005383896464657635,-0.0005383896464657635,0.0,0.0
2000-09-13,0.002817358174937612,0.002817358174937612,0.0,0.0
2000-09-14,-0.01935772526030686,-0.01935772526030686,0.0,0.0
2000-09-15,-0.016702198556240333,-0.016702198556240333,0.0,0.0
2000-09-18,-0.05139012568863987,-0.05139012568863987,0.0,0.0
2000-09-19,-0.057974838724242944,-0.057974838724242944,0.0,0.0
2000-09-20,0.07276064479139815,0.07276064479139815,0.0,0.0
2000-09-21,0.0023137088785626595,0.0023137088785626595,0.0,0.0
2000-09-22,-0.01544699693428846,-0.01544699693428846,0.0,0.0
2000-09-25,0.03768533514723847,0.03768533514723847,0.0,0.0
2000-09-26,0.0016632398675742515,0.0016632398675742515,0.0,0.0
2000-09-27,-0.018846496945751266,-0.018846496945751266,0.0,0.0
2000-09-28,0.005533141924894525,0.005533141924894525,0.0,0.0
2000-09-29,0.015149780054702633,0.015149780054702633,0.0,0.0
2000-09-30,0.0,0.0,0.0,0.0
2000-09-30,0.0,-0.0020000000000000005,1.0000000000000002,20.0
2000-10-02,0.0,-0.0020000000000000005,1.0000000000000002,20.0
2000-10-02,0.004393777988571347,0.004393777988571347,0.0,0.0
2000-10-03,0.015875023823137036,0.015875023823137036,0.0,0.0
2000-10-04,0.022979994153467343,0.022979994153467343,0.0,0.0
2000-10-05,0.010627524495933082,0.010627524495933082,0.0,0.0
2000-10-06,0.0409384743138411,0.0409384743138411,0.0,0.0
2000-10-09,-0.0047628128291743906,-0.0047628128291743906,0.0,0.0
2000-10-10,0.05160360085227227,0.05160360085227227,0.0,0.0
2000-10-11,-0.012702817772092057,-0.012702817772092057,0.0,0.0
2000-10-12,0.02920088267865282,0.02920088267865282,0.0,0.0
2000-10-13,-0.017824423844559602,-0.017824423844559602,0.0,0.0
2000-10-16,0.05403475487554188,0.05403475487554188,0.0,0.0
2000-10-17,0.01020682189156288,0.01020682189156288,0.0,0.0
2000-10-18,0.003390455551414564,0.003390455551414564,0.0,0.0
2000-10-19,0.010199095261351343,0.010199095261351343,0.0,0.0
2000-10-20,0.007118251330141179,0.007118251330141179,0.0,0.0
2000-10-23,-0.017774843270641594,-0.017774843270641594,0.0,0.0
2000-10-24,0.01974348750664539,0.01974348750664539,0.0,0.0
2000-10-25,-0.008420345952113283,-0.008420345952113283,0.0,0.0
2000-10-26,0.008176852382170263,0.008176852382170263,0.0,0.0
2000-10-27,-0.019261825951386258,-0.019261825951386258,0.0,0.0
2000-10-30,-0.0037492935015536414,-0.0037492935015536414,0.0,0.0
2000-10-31,0.015109650186681554,0.015109650186681554,0.0,0.0
2000-11-01,0.033705806011372366,0.033705806011372366,0.0,0.0
2000-11-01,0.0,-0.0006,0.3,20.0
2000-11-02,0.005626843545951854,0.005626843545951854,0.0,0.0
2000-11-03,0.022656292546777146,0.022656292546777146,0.0,0.0
2000-11-06,-0.006763679084439178,-0.006763679084439178,0.0,0.0
2000-11-07,0.001132562709407891,0.001132562709407891,0.0,0.0
2000-11-08,-0.04190987144806929,-0.04190987144806929,0.0,0.0
2000-11-09,0.010599941431829863,0.010599941431829863,0.0,0.0
2000-11-10,0.015323904645006547,0.015323904645006547,0.0,0.0
2000-11-13,-0.03838345867480472,-0.03838345867480472,0.0,0.0
2000-11-14,-0.004274108073414983,-0.004274108073414983,0.0,0.0
2000-11-15,-0.003393964157066,-0.003393964157066,0.0,0.0
2000-11-16,-0.026963870886253637,-0.026963870886253637,0.0,0.0
2000-11-17,-0.020541488017319132,-0.020541488017319132,0.0,0.0
2000-11-20,-0.0638578549191163,-0.0638578549191163,0.0,0.0
2000-11-21,-0.05251278149373702,-0.05251278149373702,0.0,0.0
2000-11-22,0.009924251313837252,0.009924251313837252,0.0,0.0
2000-11-23,-0.026408034332996037,-0.026408034332996037,0.0,0.0
2000-11-24,-0.029667623135619808,-0.029667623135619808,0.0,0.0
2000-11-27,-0.01567090190056595,-0.01567090190056595,0.0,0.0
2000-11-28,-0.0957572436198785,-0.0957572436198785,0.0,0.0
2000-11-29,0.019605702263542177,0.019605702263542177,0.0,0.0
2000-11-30,-0.08340327962309849,-0.08340327962309849,0.0,0.0
2000-12-01,0.0,-0.0006,0.3,20.0
2000-12-01,-0.08078006421770231,-0.08078006421770231,0.0,0.0
2000-12-04,-0.11134821434815449,-0.11134821434815449,0.0,0.0
2000-12-05,0.27630963158695354,0.27630963158695354,0.0,0.0
2000-12-06,0.16010749457023005,0.16010749457023005,0.0,0.0
2000-12-07,-0.10198660623133807,-0.10198660623133807,0.0,0.0
2000-12-08,0.02314513053294217,0.02314513053294217,0.0,0.0
2000-12-11,-0.0039323177375084105,-0.0039323177375084105,0.0,0.0
2000-12-12,-0.006936412702764615,-0.006936412702764615,0.0,0.0
2000-12-13,-0.05643696564804795,-0.05643696564804795,0.0,0.0
2000-12-14,0.0375839132561514,0.0375839132561514,0.0,0.0
2000-12-15,-0.003866163953717128,-0.003866163953717128,0.0,0.0
2000-12-18,-0.028852774058531316,-0.028852774058531316,0.0,0.0
2000-12-19,0.006004073837589408,0.006004073837589408,0.0,0.0
2000-12-20,-0.003753423231791009,-0.003753423231791009,0.0,0.0
2000-12-21,0.00014106583072099905,0.00014106583072099905,0.0,0.0
2000-12-22,0.01732823941747965,0.01732823941747965,0.0,0.0
2000-12-25,0.0,0.0,0.0,0.0
2000-12-25,0.0,-0.0018000000000000006,0.9000000000000002,20.0
2000-12-26,0.0,0.0,0.0,0.0
2000-12-27,0.0,0.0,0.0,0.0
2000-12-28,0.0,0.0,0.0,0.0
2000-12-29,0.0,0.0,0.0,0.0
2000-12-31,0.0,0.0,0.0,0.0
2001-01-01,0.0,0.0,0.0,0.0
2001-01-01,0.0,-0.002,1.0,20.0
2001-01-02,-0.00812813089204687,-0.00812813089204687,0.0,0.0
2001-01-03,-0.03460892281830147,-0.03460892281830147,0.0,0.0
2001-01-04,0.11330638784393186,0.11330638784393186,0.0,0.0
2001-01-05,-0.009642032651044075,-0.009642032651044075,0.0,0.0
2001-01-08,0.048167955576278884,0.048167955576278884,0.0,0.0
2001-01-09,0.027462363712195605,0.027462363712195605,0.0,0.0
2001-01-10,0.0534037199922992,0.0534037199922992,0.0,0.0
2001-01-11,-0.007865392319272958,-0.007865392319272958,0.0,0.0
2001-01-12,-0.03824585198051409,-0.03824585198051409,0.0,0.0
2001-01-15,-0.04266864169771929,-0.04266864169771929,0.0,0.0
2001-01-16,0.013218528303773059,0.013218528303773059,0.0,0.0
2001-01-17,0.04983482305812821,0.04983482305812821,0.0,0.0
2001-01-18,-0.02021565413825666,-0.02021565413825666,0.0,0.0
2001-01-19,0.04973111012870846,0.04973111012870846,0.0,0.0
2001-01-22,-0.03111344061031826,-0.03111344061031826,0.0,0.0
2001-01-23,-0.02282966587201083,-0.02282966587201083,0.0,0.0
2001-01-24,-0.010494593310759626,-0.010494593310759626,0.0,0.0
2001-01-25,0.01618979688699662,0.01618979688699662,0.0,0.0
2001-01-26,-0.01380244531424325,-0.01380244531424325,0.0,0.0
2001-01-29,-0.027492179996548807,-0.027492179996548807,0.0,0.0
2001-01-30,-0.015740166395354548,-0.015740166395354548,0.0,0.0
2001-01-31,0.007541140351299581,0.007541140351299581,0.0,0.0
2001-02-01,0.001544449771400147,0.001544449771400147,0.0,0.0
2001-02-01,0.0,-0.0004,0.2,20.0
2001-02-02,-0.005645239821532588,-0.005645239821532588,0.0,0.0
2001-02-05,-0.05923417104456844,-0.05923417104456844,0.0,0.0
2001-02-06,0.027447797906756312,0.027447797906756312,0.0,0.0
2001-02-07,-0.04273353802297278,-0.04273353802297278,0.0,0.0
2001-02-08,-0.001793896740925372,-0.001793896740925372,0.0,0.0
2001-02-09,-0.020304505069605083,-0.020304505069605083,0.0,0.0
2001-02-12,-0.04877701871756366,-0.04877701871756366,0.0,0.0
2001-02-13,0.031324029152324184,0.031324029152324184,0.0,0.0
2001-02-14,0.07155555902079404,0.07155555902079404,0.0,0.0
2001-02-15,-0.027350324855132113,-0.027350324855132113,0.0,0.0
2001-02-16,0.06016525978849563,0.06016525978849563,0.0,0.0
2001-02-19,-0.1480237262751337,-0.1480237262751337,0.0,0.0
2001-02-20,-0.005479537526997736,-0.005479537526997736,0.0,0.0
2001-02-21,-0.17361507403545917,-0.17361507403545917,0.0,0.0
2001-02-22,0.10085035914799148,0.10085035914799148,0.0,0.0
2001-02-23,0.051496776819314194,0.051496776819314194,0.0,0.0
2001-02-26,0.06457524112219545,0.06457524112219545,0.0,0.0
2001-02-27,-0.03889481386685042,-0.03889481386685042,0.0,0.0
2001-02-28,0.027350933679913324,0.027350933679913324,0.0,0.0
2001-03-01,0.06785633084863925,0.06785633084863925,0.0,0.0
2001-03-01,0.0,-0.0006,0.3,20.0
2001-03-02,0.03343488177618106,0.03343488177618106,0.0,0.0
2001-03-05,0.0,0.0,0.0,0.0
2001-03-06,0.0,0.0,0.0,0.0
2001-03-07,0.0,0.0,0.0,0.0
2001-03-08,0.0,0.0,0.0,0.0
2001-03-09,0.0,0.0,0.0,0.0
2001-03-12,-0.05350458010966959,-0.05350458010966959,0.0,0.0
2001-03-13,0.0020246906631214666,0.0020246906631214666,0.0,0.0
2001-03-14,-0.02004733471542628,-0.02004733471542628,0.0,0.0
2001-03-15,0.03440282754542592,0.03440282754542592,0.0,0.0
2001-03-16,0.03872248458851297,0.03872248458851297,0.0,0.0
2001-03-19,-0.021031505037967135,-0.021031505037967135,0.0,0.0
2001-03-20,0.039751407821967136,0.039751407821967136,0.0,0.0
2001-03-21,-0.019449246799061126,-0.019449246799061126,0.0,0.0
2001-03-22,-0.018963115731166522,-0.018963115731166522,0.0,0.0
2001-03-23,0.015385772949895217,0.015385772949895217,0.0,0.0
2001-03-26,-0.024367049339661207,-0.024367049339661207,0.0,0.0
2001-03-27,-0.04513725109284023,-0.04513725109284023,0.0,0.0
2001-03-28,-0.02034617452427785,-0.02034617452427785,0.0,0.0
2001-03-29,-0.03977266698561998,-0.03977266698561998,0.0,0.0
2001-03-30,0.10085854320313714,0.10085854320313714,0.0,0.0
2001-03-31,0.0,-0.002,1.0,20.0
2001-03-31,0.0,0.0,0.0,0.0
2001-04-02,-0.004907945273388212,-0.004907945273388212,0.0,0.0
2001-04-02,0.0,-0.002,1.0,20.0
2001-04-03,0.0097692160683595,0.0097692160683595,0.0,0.0
2001-04-04,0.02469041958690843,0.02469041958690843,0.0,0.0
2001-04-05,0.05189392470274823,0.05189392470274823,0.0,0.0
2001-04-06,-0.027547438430972584,-0.027547438430972584,0.0,0.0
2001-04-09,0.0029337435042651188,0.0029337435042651188,0.0,0.0
2001-04-10,-0.006385945343000543,-0.006385945343000543,0.0,0.0
2001-04-11,0.04593657915221079,0.04593657915221079,0.0,0.0
2001-04-12,0.0285889266820744,0.0285889266820744,0.0,0.0
2001-04-13,0.011082771250054703,0.011082771250054703,0.0,0.0
2001-04-16,0.0513387312628872,0.0513387312628872,0.0,0.0
2001-04-17,-0.018704164689215163,-0.018704164689215163,0.0,0.0
2001-04-18,0.01364735091709588,0.01364735091709588,0.0,0.0
2001-04-19,0.045824994028644844,0.045824994028644844,0.0,0.0
2001-04-20,0.03842229807665176,0.03842229807665176,0.0,0.0
2001-04-23,0.0,0.0,0.0,0.0
2001-04-24,0.042469799651487145,0.042469799651487145,0.0,0.0
2001-04-25,-0.005156490313927332,-0.005156490313927332,0.0,0.0
2001-04-26,0.06774147753587517,0.06774147753587517,0.0,0.0
2001-04-27,0.09036533558378286,0.09036533558378286,0.0,0.0
2001-04-30,0.020578645448982774,0.020578645448982774,0.0,0.0
2001-05-01,0.011044158399209891,0.011044158399209891,0.0,0.0
2001-05-01,0.0,-0.0006,0.3,20.0
2001-05-02,-0.009994441167216195,-0.009994441167216195,0.0,0.0
2001-05-03,0.06580389052559531,0.06580389052559531,0.0,0.0
2001-05-04,-0.017593351581338824,-0.017593351581338824,0.0,0.0
2001-05-07,-0.01681258171171778,-0.01681258171171778,0.0,0.0
2001-05-08,0.028849821730912686,0.028849821730912686,0.0,0.0
2001-05-09,-0.024298130693747533,-0.024298130693747533,0.0,0.0
2001-05-10,-0.03137887427692335,-0.03137887427692335,0.0,0.0
2001-05-11,-0.030092018123767394,-0.030092018123767394,0.0,0.0
2001-05-14,0.013057884949734488,0.013057884949734488,0.0,0.0
2001-05-15,-0.016744025879708628,-0.016744025879708628,0.0,0.0
2001-05-16,0.05430762711593373,0.05430762711593373,0.0,0.0
2001-05-17,0.007573624375555799,0.007573624375555799,0.0,0.0
2001-05-18,0.025172906185004944,0.025172906185004944,0.0,0.0
2001-05-21,-0.011739805608179811,-0.011739805608179811,0.0,0.0
2001-05-22,0.004014920427789048,0.004014920427789048,0.0,0.0
2001-05-23,-0.04790719467883096,-0.04790719467883096,0.0,0.0
2001-05-24,-0.011034835005736588,-0.011034835005736588,0.0,0.0
2001-05-25,0.028262686431315444,0.028262686431315444,0.0,0.0
2001-05-28,-0.05500505952236684,-0.05500505952236684,0.0,0.0
2001-05-29,-0.027325140531230224,-0.027325140531230224,0.0,0.0
2001-05-30,-0.034408574223860566,-0.034408574223860566,0.0,0.0
2001-05-31,0.01976913216429116,0.01976913216429116,0.0,0.0
2001-06-01,0.030320724216212108,0.030320724216212108,0.0,0.0
2001-06-01,0.0,-0.0006,0.3,20.0
2001-06-04,0.0401929796804663,0.0401929796804663,0.0,0.0
2001-06-05,-0.030308770294812732,-0.030308770294812732,0.0,0.0
2001-06-06,0.05161160524063749,0.05161160524063749,0.0,0.0
2001-06-07,0.008815556048250852,0.008815556048250852,0.0,0.0
2001-06-08,-0.00723933415598531,-0.00723933415598531,0.0,0.0
2001-06-11,-0.032546694428324446,-0.032546694428324446,0.0,0.0
2001-06-12,-0.01971620800896331,-0.01971620800896331,0.0,0.0
2001-06-13,-0.007196363378860694,-0.007196363378860694,0.0,0.0
2001-06-14,0.05477094298113941,0.05477094298113941,0.0,0.0
2001-06-15,-0.014655639712330783,-0.014655639712330783,0.0,0.0
2001-06-18,-0.055571115592251155,-0.055571115592251155,0.0,0.0
2001-06-19,-0.013477702191987908,-0.013477702191987908,0.0,0.0
2001-06-20,0.004480992704659081,0.004480992704659081,0.0,0.0
2001-06-21,0.0015306122448979665,0.0015306122448979665,0.0,0.0
2001-06-22,0.01222607899703284,0.01222607899703284,0.0,0.0
2001-06-25,-0.03048545594346802,-0.03048545594346802,0.0,0.0
2001-06-26,0.028824058454106006,0.028824058454106006,0.0,0.0
2001-06-27,0.014543440524956998,0.014543440524956998,0.0,0.0
2001-06-28,-0.003964239932023084,-0.003964239932023084,0.0,0.0
2001-06-29,0.02539345121097765,0.02539345121097765,0.0,0.0
2001-06-30,0.0,0.0,0.0,0.0
2001-06-30,0.0,-0.002,1.0,20.0
2001-07-02,0.020369726908633735,0.020369726908633735,0.0,0.0
2001-07-02,0.0,-0.002,1.0,20.0
2001-07-03,-0.027045646513583644,-0.027045646513583644,0.0,0.0
2001-07-04,-0.00874102033908165,-0.00874102033908165,0.0,0.0
2001-07-05,0.011146612491150265,0.011146612491150265,0.0,0.0
2001-07-06,-0.06885949905772998,-0.06885949905772998,0.0,0.0
2001-07-09,0.00302098420016248,0.00302098420016248,0.0,0.0
2001-07-10,-0.04112178567947623,-0.04112178567947623,0.0,0.0
2001-07-11,-0.08312210514894922,-0.08312210514894922,0.0,0.0
2001-07-12,0.05068749252942528,0.05068749252942528,0.0,0.0
2001-07-13,-0.010609278242979437,-0.010609278242979437,0.0,0.0
2001-07-16,-0.016145654055770696,-0.016145654055770696,0.0,0.0
2001-07-17,-0.04598938206560797,-0.04598938206560797,0.0,0.0
2001-07-18,0.04474773186082053,0.04474773186082053,0.0,0.0
2001-07-19,0.06796030772222053,0.06796030772222053,0.0,0.0
2001-07-20,0.010509359421732877,0.010509359421732877,0.0,0.0
2001-07-23,0.06933044527362124,0.06933044527362124,0.0,0.0
2001-07-24,0.037794056402347995,0.037794056402347995,0.0,0.0
2001-07-25,-0.04617098299707581,-0.04617098299707581,0.0,0.0
2001-07-26,0.03545835818177563,0.03545835818177563,0.0,0.0
2001-07-27,-0.006642466682847657,-0.006642466682847657,0.0,0.0
2001-07-30,0.029756598690888463,0.029756598690888463,0.0,0.0
2001-07-31,0.0010141222813560896,0.0010141222813560896,0.0,0.0
2001-08-01,0.018689435204528326,0.018689435204528326,0.0,0.0
2001-08-01,0.0,-0.0002,0.1,20.0
2001-08-02,0.010136820037515183,0.010136820037515183,0.0,0.0
2001-08-03,0.005832221503896395,0.005832221503896395,0.0,0.0
