date,ticker,weight
2002-11-30,CIMSA,0.2
2002-11-30,CLEBI,0.2
2002-11-30,OYAKC,0.2
2002-12-02,ANSGR,0.2
2002-12-02,ARCLK,0.2
2002-12-02,CIMSA,0.2
2002-12-02,CLEBI,0.2
2002-12-02,OYAKC,0.2
2003-01-01,ANSGR,0.2
2003-01-01,CIMSA,0.2
2003-01-01,CLEBI,0.2
2003-01-01,GSRAY,0.2
2003-01-01,OYAKC,0.2
2003-02-03,ANSGR,0.2
2003-02-03,CIMSA,0.2
2003-02-03,CLEBI,0.2
2003-02-03,GSRAY,0.2
2003-02-03,OYAKC,0.2
2003-03-03,CIMSA,0.2
2003-03-03,CLEBI,0.2
2003-03-03,GSRAY,0.2
2003-03-03,OYAKC,0.2
2003-03-03,YKBNK,0.2
2003-04-01,CIMSA,0.2
2003-04-01,CLEBI,0.2
2003-04-01,EGEEN,0.2
2003-04-01,GSRAY,0.2
2003-04-01,OYAKC,0.2
2003-05-01,CIMSA,0.2
2003-05-01,CLEBI,0.2
2003-05-01,GSRAY,0.2
2003-05-01,OYAKC,0.2
2003-05-01,TUPRS,0.2
2003-05-31,ARCLK,0.2
2003-05-31,CIMSA,0.2
2003-05-31,CLEBI,0.2
2003-05-31,OYAKC,0.2
2003-05-31,TUPRS,0.2
2003-06-02,ARCLK,0.2
2003-06-02,CIMSA,0.2
2003-06-02,CLEBI,0.2
2003-06-02,OYAKC,0.2
2003-06-02,TUPRS,0.2
2003-07-01,CIMSA,0.2
2003-07-01,CLEBI,0.2
2003-07-01,GSRAY,0.2
2003-07-01,OYAKC,0.2
2003-07-01,TUPRS,0.2
2003-08-01,CIMSA,0.2
2003-08-01,CLEBI,0.2
2003-08-01,GSRAY,0.2
2003-08-01,OYAKC,0.2
2003-08-01,TUPRS,0.2
2003-08-31,CIMSA,0.2
2003-08-31,CLEBI,0.2
2003-08-31,HEKTS,0.2
2003-08-31,OYAKC,0.2
2003-08-31,TUPRS,0.2
2003-09-01,CIMSA,0.2
2003-09-01,CLEBI,0.2
2003-09-01,HEKTS,0.2
2003-09-01,OYAKC,0.2
2003-09-01,TUPRS,0.2
2003-10-01,CIMSA,0.2
2003-10-01,CLEBI,0.2
2003-10-01,GSRAY,0.2
2003-10-01,OYAKC,0.2
2003-10-01,YKBNK,0.2
2003-11-03,CIMSA,0.2
2003-11-03,CLEBI,0.2
2003-11-03,GSRAY,0.2
2003-11-03,HEKTS,0.2
2003-11-03,OYAKC,0.2
2003-11-21,EREGL,0.2
2003-11-21,FROTO,0.2
2003-11-21,GARAN,0.2
2003-11-21,HEKTS,0.2
2003-11-21,TURSG,0.2
2003-11-30,ANSGR,0.2
2003-11-30,CIMSA,0.2
2003-11-30,CLEBI,0.2
2003-11-30,OYAKC,0.2
2003-11-30,TUPRS,0.2
2003-12-01,ANSGR,0.2
2003-12-01,CIMSA,0.2
2003-12-01,CLEBI,0.2
2003-12-01,OYAKC,0.2
2003-12-01,TUPRS,0.2
2004-01-01,ANSGR,0.2
2004-01-01,CLEBI,0.2
2004-01-01,EREGL,0.2
2004-01-01,GSRAY,0.2
2004-01-01,OYAKC,0.2
2004-02-02,ANSGR,0.2
2004-02-02,CIMSA,0.2
2004-02-02,CLEBI,0.2
2004-02-02,GSRAY,0.2
2004-02-02,OYAKC,0.2
2004-02-29,ANSGR,0.2
2004-02-29,CIMSA,0.2
2004-02-29,CLEBI,0.2
2004-02-29,FROTO,0.2
2004-02-29,OYAKC,0.2
2004-03-01,ANSGR,0.2
2004-03-01,CIMSA,0.2
2004-03-01,CLEBI,0.2
2004-03-01,FROTO,0.2
2004-03-01,OYAKC,0.2
2004-04-01,ANSGR,0.2
2004-04-01,CIMSA,0.2
2004-04-01,CLEBI,0.2
2004-04-01,GSRAY,0.2
2004-04-01,OYAKC,0.2
2004-05-03,CLEBI,0.2
2004-05-03,FENER,0.2
2004-05-03,GSRAY,0.2
2004-05-03,OYAKC,0.2
2004-05-03,TUPRS,0.2
2004-06-01,FROTO,0.2
2004-06-01,GSRAY,0.2
2004-06-01,KRDMD,0.2
2004-06-01,OYAKC,0.2
2004-06-01,TUPRS,0.2
2004-07-01,ANSGR,0.2
2004-07-01,CLEBI,0.2
2004-07-01,GSRAY,0.2
2004-07-01,OYAKC,0.2
2004-07-01,TUPRS,0.2
2004-08-02,GSRAY,0.2
2004-08-02,KRDMD,0.2
2004-08-02,OYAKC,0.2
2004-08-02,TTRAK,0.2
2004-08-02,TUPRS,0.2
2004-09-01,ANSGR,0.2
2004-09-01,GSRAY,0.2
2004-09-01,OYAKC,0.2
2004-09-01,TTRAK,0.2
2004-09-01,TUPRS,0.2
2004-10-01,CLEBI,0.2
2004-10-01,GSRAY,0.2
2004-10-01,KRDMD,0.2
2004-10-01,OYAKC,0.2
2004-10-01,TUPRS,0.2
2004-10-29,EREGL,0.2
2004-10-29,FROTO,0.2
2004-10-29,HEKTS,0.2
2004-10-29,KRDMD,0.2
2004-10-29,TTRAK,0.2
2004-11-01,ANSGR,0.2
2004-11-01,BRSAN,0.2
2004-11-01,GSRAY,0.2
2004-11-01,OYAKC,0.2
2004-11-01,TUPRS,0.2
2004-12-01,ANSGR,0.2
2004-12-01,GSRAY,0.2
2004-12-01,OYAKC,0.2
2004-12-01,TTRAK,0.2
2004-12-01,TUPRS,0.2
2004-12-30,BRYAT,0.2
2004-12-30,FENER,0.2
2004-12-30,HEKTS,0.2
2004-12-30,RALYH,0.2
2004-12-30,SKBNK,0.2
2005-01-03,CIMSA,0.2
2005-01-03,GSRAY,0.2
2005-01-03,KRDMD,0.2
2005-01-03,OYAKC,0.2
2005-01-03,TTRAK,0.2
2005-02-01,CIMSA,0.2
2005-02-01,GSRAY,0.2
2005-02-01,OYAKC,0.2
2005-02-01,TTRAK,0.2
2005-02-01,TUPRS,0.2
2005-03-01,CIMSA,0.2
2005-03-01,GSRAY,0.2
2005-03-01,OYAKC,0.2
2005-03-01,TTRAK,0.2
2005-03-01,TUPRS,0.2
2005-04-01,BRYAT,0.2
2005-04-01,GSRAY,0.2
2005-04-01,OYAKC,0.2
2005-04-01,TTRAK,0.2
2005-04-01,TUPRS,0.2
2005-05-02,BRYAT,0.2
2005-05-02,GSRAY,0.2
2005-05-02,OYAKC,0.2
2005-05-02,TTRAK,0.2
2005-05-02,TUPRS,0.2
2005-06-01,DOAS,0.2
2005-06-01,EREGL,0.2
2005-06-01,GSRAY,0.2
2005-06-01,OYAKC,0.2
2005-06-01,TUPRS,0.2
2005-07-01,BRYAT,0.2
2005-07-01,EREGL,0.2
2005-07-01,OYAKC,0.2
2005-07-01,TTRAK,0.2
2005-07-01,TUPRS,0.2
2005-08-01,BRYAT,0.2
2005-08-01,GSRAY,0.2
2005-08-01,OYAKC,0.2
2005-08-01,TTRAK,0.2
2005-08-01,TUPRS,0.2
2005-09-01,BRYAT,0.2
2005-09-01,EREGL,0.2
2005-09-01,OYAKC,0.2
2005-09-01,TTRAK,0.2
2005-09-01,TUPRS,0.2
2005-10-03,BRYAT,0.2
2005-10-03,CIMSA,0.2
2005-10-03,OYAKC,0.2
2005-10-03,TTRAK,0.2
2005-10-03,TUPRS,0.2
2005-11-01,BRYAT,0.2
2005-11-01,DOAS,0.2
2005-11-01,OYAKC,0.2
2005-11-01,TTRAK,0.2
2005-11-01,TUPRS,0.2
2005-12-01,BRYAT,0.2
2005-12-01,EREGL,0.2
2005-12-01,OYAKC,0.2
2005-12-01,TTRAK,0.2
2005-12-01,TUPRS,0.2
2005-12-31,FENER,0.3333333333333333
2005-12-31,GSRAY,0.3333333333333333
2005-12-31,VAKBN,0.3333333333333333
2006-01-02,BRYAT,0.2
2006-01-02,EREGL,0.2
2006-01-02,OYAKC,0.2
2006-01-02,TTRAK,0.2
2006-01-02,TUPRS,0.2
2006-02-01,BRYAT,0.2
2006-02-01,EREGL,0.2
2006-02-01,OYAKC,0.2
2006-02-01,TTRAK,0.2
2006-02-01,TUPRS,0.2
2006-03-01,BRYAT,0.2
2006-03-01,DOAS,0.2
2006-03-01,OYAKC,0.2
2006-03-01,TTRAK,0.2
2006-03-01,TUPRS,0.2
2006-04-03,BRYAT,0.2
2006-04-03,EREGL,0.2
2006-04-03,OYAKC,0.2
2006-04-03,TTRAK,0.2
2006-04-03,TUPRS,0.2
2006-05-01,BRYAT,0.2
2006-05-01,DOAS,0.2
2006-05-01,OYAKC,0.2
2006-05-01,TTRAK,0.2
2006-05-01,TUPRS,0.2
2006-06-01,BRYAT,0.2
2006-06-01,GSRAY,0.2
2006-06-01,OYAKC,0.2
2006-06-01,TTRAK,0.2
2006-06-01,TUPRS,0.2
2006-07-03,BRYAT,0.2
2006-07-03,GSRAY,0.2
2006-07-03,OYAKC,0.2
2006-07-03,TTRAK,0.2
2006-07-03,TUPRS,0.2
2006-08-01,BRYAT,0.2
2006-08-01,BSOKE,0.2
2006-08-01,OYAKC,0.2
2006-08-01,TTRAK,0.2
2006-08-01,TUPRS,0.2
2006-09-01,BRYAT,0.2
2006-09-01,BSOKE,0.2
2006-09-01,OYAKC,0.2
2006-09-01,TTRAK,0.2
2006-09-01,TUPRS,0.2
2006-09-30,FENER,0.5
2006-09-30,GSRAY,0.5
2006-10-02,BSOKE,0.2
2006-10-02,FROTO,0.2
2006-10-02,OYAKC,0.2
2006-10-02,TTRAK,0.2
2006-10-02,TUPRS,0.2
2006-11-01,BRYAT,0.2
2006-11-01,FROTO,0.2
2006-11-01,OYAKC,0.2
2006-11-01,TTRAK,0.2
2006-11-01,TUPRS,0.2
2006-12-01,FROTO,0.2
2006-12-01,GSRAY,0.2
2006-12-01,OYAKC,0.2
2006-12-01,TTRAK,0.2
2006-12-01,TUPRS,0.2
2006-12-31,FENER,0.5
2006-12-31,GSRAY,0.5
2007-01-01,BRYAT,0.2
2007-01-01,FROTO,0.2
2007-01-01,OYAKC,0.2
2007-01-01,TTRAK,0.2
2007-01-01,TUPRS,0.2
2007-02-01,BRYAT,0.2
2007-02-01,FROTO,0.2
2007-02-01,OYAKC,0.2
2007-02-01,TTRAK,0.2
2007-02-01,TUPRS,0.2
2007-03-01,BRYAT,0.2
2007-03-01,FROTO,0.2
2007-03-01,OYAKC,0.2
2007-03-01,TTRAK,0.2
2007-03-01,TUPRS,0.2
2007-03-31,FENER,0.5
2007-03-31,GSRAY,0.5
2007-04-02,BRYAT,0.2
2007-04-02,FROTO,0.2
2007-04-02,OYAKC,0.2
2007-04-02,TTRAK,0.2
2007-04-02,TUPRS,0.2
2007-05-01,FROTO,0.2
2007-05-01,GSRAY,0.2
2007-05-01,OYAKC,0.2
2007-05-01,TTRAK,0.2
2007-05-01,TUPRS,0.2
2007-06-01,BRYAT,0.2
2007-06-01,FROTO,0.2
2007-06-01,OYAKC,0.2
2007-06-01,TTRAK,0.2
2007-06-01,TUPRS,0.2
2007-06-30,FENER,0.5
2007-06-30,GSRAY,0.5
2007-07-02,CIMSA,0.2
2007-07-02,FROTO,0.2
2007-07-02,OYAKC,0.2
2007-07-02,TTRAK,0.2
2007-07-02,TUPRS,0.2
2007-08-01,BRYAT,0.2
2007-08-01,FROTO,0.2
2007-08-01,OYAKC,0.2
2007-08-01,TTRAK,0.2
2007-08-01,TUPRS,0.2
2007-09-03,BRYAT,0.2
2007-09-03,CIMSA,0.2
2007-09-03,OYAKC,0.2
2007-09-03,TTRAK,0.2
2007-09-03,TUPRS,0.2
2007-09-30,FENER,0.5
2007-09-30,GSRAY,0.5
2007-10-01,CIMSA,0.2
2007-10-01,FROTO,0.2
2007-10-01,OYAKC,0.2
2007-10-01,TTRAK,0.2
2007-10-01,TUPRS,0.2
2007-11-01,BRYAT,0.2
2007-11-01,FROTO,0.2
2007-11-01,OYAKC,0.2
2007-11-01,TTRAK,0.2
2007-11-01,TUPRS,0.2
2007-12-03,BRYAT,0.2
2007-12-03,FROTO,0.2
2007-12-03,OYAKC,0.2
2007-12-03,TTRAK,0.2
2007-12-03,TUPRS,0.2
2008-01-01,BRYAT,0.2
2008-01-01,CIMSA,0.2
2008-01-01,OYAKC,0.2
2008-01-01,TTRAK,0.2
2008-01-01,TUPRS,0.2
2008-02-01,BRYAT,0.2
2008-02-01,GSRAY,0.2
2008-02-01,OYAKC,0.2
2008-02-01,TTRAK,0.2
2008-02-01,TUPRS,0.2
2008-03-03,BRYAT,0.2
2008-03-03,CIMSA,0.2
2008-03-03,OYAKC,0.2
2008-03-03,TTRAK,0.2
2008-03-03,TUPRS,0.2
2008-04-01,BRYAT,0.2
2008-04-01,CIMSA,0.2
2008-04-01,OYAKC,0.2
2008-04-01,TTRAK,0.2
2008-04-01,TUPRS,0.2
2008-05-01,BRYAT,0.2
2008-05-01,FROTO,0.2
2008-05-01,OYAKC,0.2
2008-05-01,TTRAK,0.2
2008-05-01,TUPRS,0.2
2008-05-31,BRYAT,0.2
2008-05-31,CIMSA,0.2
2008-05-31,FROTO,0.2
2008-05-31,OYAKC,0.2
2008-05-31,TUPRS,0.2
2008-06-02,FENER,0.5
2008-06-02,GSRAY,0.5
2008-07-01,BRYAT,0.2
2008-07-01,FROTO,0.2
2008-07-01,GSRAY,0.2
2008-07-01,OYAKC,0.2
2008-07-01,TUPRS,0.2
2008-08-01,BRYAT,0.2
2008-08-01,CIMSA,0.2
2008-08-01,OYAKC,0.2
2008-08-01,TTRAK,0.2
2008-08-01,TUPRS,0.2
2008-08-31,BRYAT,0.2
2008-08-31,CIMSA,0.2
2008-08-31,OYAKC,0.2
2008-08-31,TTRAK,0.2
2008-08-31,TUPRS,0.2
2008-09-01,FENER,0.5
2008-09-01,GSRAY,0.5
2008-10-01,BRYAT,0.2
2008-10-01,GUBRF,0.2
2008-10-01,OYAKC,0.2
2008-10-01,TTRAK,0.2
2008-10-01,TUPRS,0.2
2008-11-03,BRYAT,0.2
2008-11-03,CLEBI,0.2
2008-11-03,FROTO,0.2
2008-11-03,OYAKC,0.2
2008-11-03,TUPRS,0.2
2008-11-30,BRYAT,0.2
2008-11-30,CLEBI,0.2
2008-11-30,OYAKC,0.2
2008-11-30,TTRAK,0.2
2008-11-30,TUPRS,0.2
2008-12-01,FENER,0.5
2008-12-01,GSRAY,0.5
2009-01-01,BRYAT,0.2
2009-01-01,CIMSA,0.2
2009-01-01,OYAKC,0.2
2009-01-01,TTRAK,0.2
2009-01-01,TUPRS,0.2
2009-02-02,ANSGR,0.2
2009-02-02,BRYAT,0.2
2009-02-02,OYAKC,0.2
2009-02-02,TTRAK,0.2
2009-02-02,TUPRS,0.2
2009-02-28,BRYAT,0.2
2009-02-28,CIMSA,0.2
2009-02-28,FROTO,0.2
2009-02-28,OYAKC,0.2
2009-02-28,TUPRS,0.2
2009-03-02,FENER,0.5
2009-03-02,GSRAY,0.5
2009-04-01,BRYAT,0.2
2009-04-01,CIMSA,0.2
2009-04-01,FROTO,0.2
2009-04-01,OYAKC,0.2
2009-04-01,TUPRS,0.2
2009-05-01,ANSGR,0.2
2009-05-01,BRYAT,0.2
2009-05-01,CIMSA,0.2
2009-05-01,HEKTS,0.2
2009-05-01,OYAKC,0.2
2009-05-31,ANSGR,0.2
2009-05-31,BRYAT,0.2
2009-05-31,EGEEN,0.2
2009-05-31,OYAKC,0.2
2009-05-31,TUPRS,0.2
2009-06-01,FENER,0.5
2009-06-01,GSRAY,0.5
2009-07-01,ANSGR,0.2
2009-07-01,BRYAT,0.2
2009-07-01,CLEBI,0.2
2009-07-01,HEKTS,0.2
2009-07-01,OYAKC,0.2
2009-08-03,BRYAT,0.2
2009-08-03,FROTO,0.2
2009-08-03,HEKTS,0.2
2009-08-03,OYAKC,0.2
2009-08-03,TUPRS,0.2
2009-09-01,BRYAT,0.2
2009-09-01,CLEBI,0.2
2009-09-01,FROTO,0.2
2009-09-01,OYAKC,0.2
2009-09-01,TUPRS,0.2
2009-10-01,BRYAT,0.2
2009-10-01,CIMSA,0.2
2009-10-01,CLEBI,0.2
2009-10-01,FROTO,0.2
2009-10-01,OYAKC,0.2
2009-11-02,BRYAT,0.2
2009-11-02,CIMSA,0.2
2009-11-02,CLEBI,0.2
2009-11-02,FROTO,0.2
2009-11-02,OYAKC,0.2
2009-11-27,IPEKE,0.2
2009-11-27,KOZAA,0.2
2009-11-27,KRDMD,0.2
2009-11-27,THYAO,0.2
2009-11-27,TTKOM,0.2
2009-12-01,BRYAT,0.2
2009-12-01,CLEBI,0.2
2009-12-01,FROTO,0.2
2009-12-01,OYAKC,0.2
2009-12-01,TUPRS,0.2
2010-01-01,ANSGR,0.2
2010-01-01,BRYAT,0.2
2010-01-01,FROTO,0.2
2010-01-01,OYAKC,0.2
2010-01-01,TUPRS,0.2
2010-02-01,BRYAT,0.2
2010-02-01,FROTO,0.2
2010-02-01,GSRAY,0.2
2010-02-01,OYAKC,0.2
2010-02-01,TTKOM,0.2
2010-02-28,BRYAT,0.2
2010-02-28,CIMSA,0.2
2010-02-28,FROTO,0.2
2010-02-28,OYAKC,0.2
2010-02-28,TUPRS,0.2
2010-03-01,FENER,0.5
2010-03-01,GSRAY,0.5
2010-04-01,BRYAT,0.2
2010-04-01,FROTO,0.2
2010-04-01,OYAKC,0.2
2010-04-01,TTKOM,0.2
2010-04-01,TUPRS,0.2
2010-05-02,BRYAT,0.2
2010-05-02,FROTO,0.2
2010-05-02,GSRAY,0.2
2010-05-02,OYAKC,0.2
2010-05-02,TTKOM,0.2
2010-06-01,BRYAT,0.2
2010-06-01,FROTO,0.2
2010-06-01,GSRAY,0.2
2010-06-01,OYAKC,0.2
2010-06-01,TTKOM,0.2
2010-07-01,BRYAT,0.2
2010-07-01,CIMSA,0.2
2010-07-01,FROTO,0.2
2010-07-01,GSRAY,0.2
2010-07-01,OYAKC,0.2
2010-08-01,BRYAT,0.2
2010-08-01,FROTO,0.2
2010-08-01,OYAKC,0.2
2010-08-01,TTKOM,0.2
2010-08-01,TUPRS,0.2
2010-09-01,BRYAT,0.2
2010-09-01,FROTO,0.2
2010-09-01,HEKTS,0.2
2010-09-01,OYAKC,0.2
2010-09-01,TTKOM,0.2
2010-10-01,BRYAT,0.2
2010-10-01,FROTO,0.2
2010-10-01,OYAKC,0.2
2010-10-01,TTKOM,0.2
2010-10-01,TUPRS,0.2
2010-10-29,BRYAT,0.2
2010-10-29,FROTO,0.2
2010-10-29,OYAKC,0.2
2010-10-29,TTKOM,0.2
2010-10-29,TUPRS,0.2
2010-10-31,BRYAT,0.2
2010-10-31,FROTO,0.2
2010-10-31,OYAKC,0.2
2010-10-31,TTKOM,0.2
2010-10-31,TUPRS,0.2
2010-11-01,FROTO,0.2
2010-11-01,HEKTS,0.2
2010-11-01,IPEKE,0.2
2010-11-01,OYAKC,0.2
2010-11-01,TTKOM,0.2
2010-12-01,BRYAT,0.2
2010-12-01,FROTO,0.2
2010-12-01,OYAKC,0.2
2010-12-01,TTKOM,0.2
2010-12-01,TUPRS,0.2
2011-01-02,BRYAT,0.2
2011-01-02,FROTO,0.2
2011-01-02,IPEKE,0.2
2011-01-02,OYAKC,0.2
2011-01-02,TTKOM,0.2
2011-02-01,BRYAT,0.2
2011-02-01,EKGYO,0.2
2011-02-01,FROTO,0.2
2011-02-01,OYAKC,0.2
2011-02-01,TTKOM,0.2
2011-03-01,BRYAT,0.2
2011-03-01,FROTO,0.2
2011-03-01,OYAKC,0.2
2011-03-01,SASA,0.2
2011-03-01,TTKOM,0.2
2011-04-01,BRYAT,0.2
2011-04-01,CIMSA,0.2
2011-04-01,FROTO,0.2
2011-04-01,OYAKC,0.2
2011-04-01,TTKOM,0.2
2011-05-01,BRYAT,0.2
2011-05-01,CIMSA,0.2
2011-05-01,FROTO,0.2
2011-05-01,OYAKC,0.2
2011-05-01,TTRAK,0.2
2011-06-01,BRYAT,0.2
2011-06-01,HEKTS,0.2
2011-06-01,OYAKC,0.2
2011-06-01,TTKOM,0.2
2011-06-01,TTRAK,0.2
2011-07-01,BRYAT,0.2
2011-07-01,FROTO,0.2
2011-07-01,OYAKC,0.2
2011-07-01,TTKOM,0.2
2011-07-01,TTRAK,0.2
2011-07-31,BRYAT,0.2
2011-07-31,FROTO,0.2
2011-07-31,OYAKC,0.2
2011-07-31,TTKOM,0.2
