date,nav
2000-02-01,0.999
2000-02-02,0.9732628530597635
2000-02-03,0.9756427937423574
2000-02-04,1.0197288112171219
2000-02-07,1.0230240380301938
2000-02-08,1.0139726018914195
2000-02-09,0.9650109178705091
2000-02-10,0.9914498383518205
2000-02-11,0.9778028020162949
2000-02-14,0.9651709732660025
2000-02-15,1.0043884360436963
2000-02-16,1.0094726662812592
2000-02-17,0.9786896686862433
2000-02-18,0.9799446118305608
2000-02-21,0.9211709793823003
2000-02-22,0.8740008661401698
2000-02-23,0.8383998037589745
2000-02-24,0.8897314348631423
2000-02-25,0.9576027414103329
2000-02-28,0.9538241158499875
2000-02-29,0.978243694607102
2000-03-01,1.0206964428608625
2000-03-02,1.020830053257396
2000-03-03,1.0142237460320809
2000-03-06,1.0179387336695447
2000-03-07,1.0511174006780502
2000-03-08,1.077226154927076
2000-03-09,1.135636156596138
2000-03-10,1.09308041357122
2000-03-13,1.09308041357122
2000-03-14,1.09308041357122
2000-03-15,1.09308041357122
2000-03-16,1.09308041357122
2000-03-17,1.09308041357122
2000-03-20,1.101064452178075
2000-03-21,1.132947157634489
2000-03-22,1.1192716479349796
2000-03-23,1.141007350802446
2000-03-24,1.1301822589271424
2000-03-27,1.1371373305777641
2000-03-28,1.1266654985249795
2000-03-29,1.1132908676728932
2000-03-30,1.0316757373658192
2000-03-31,1.0420055523924519
2000-04-03,1.0378807754237076
2000-04-04,1.0571335385464395
2000-04-05,1.020085418296599
2000-04-06,1.0973229918048626
2000-04-07,1.096261621884093
2000-04-10,1.0796823675781286
2000-04-11,1.0652981920153999
2000-04-12,1.0538010025985198
2000-04-13,1.1000079079571543
2000-04-14,1.1200944154210206
2000-04-17,1.0755207662321358
2000-04-18,1.0558269528840736
2000-04-19,1.0790442754306215
2000-04-20,1.0971280321935817
2000-04-21,1.109331888707748
2000-04-24,1.1026304251783963
2000-04-25,1.1632393604453126
2000-04-26,1.1933561858235135
2000-04-27,1.183685036894184
2000-04-28,1.2374525663225424
2000-05-01,1.2668754126450814
2000-05-02,1.2966998429366472
2000-05-03,1.2779510917027803
2000-05-04,1.19950566895416
2000-05-05,1.1984284205882767
2000-05-08,1.1539813408901018
2000-05-09,1.1971070310133671
2000-05-10,1.1862078182472924
2000-05-11,1.1903482912871521
2000-05-12,1.177689453951582
2000-05-15,1.133150632337575
2000-05-16,1.1607747643497446
2000-05-17,1.1186595178292482
2000-05-18,1.0860106833407426
2000-05-19,1.0860106833407426
2000-05-22,1.064327744408862
2000-05-23,1.026858778118609
2000-05-24,1.0687281514185594
2000-05-25,1.0918183676836497
2000-05-26,1.0737310036920849
2000-05-29,1.0827139735468143
2000-05-30,1.0746316594237104
2000-05-31,1.0874769024050281
2000-06-01,1.121184051385385
2000-06-02,1.0895401790970678
2000-06-05,1.0840887580403777
2000-06-06,1.0893539165289343
2000-06-07,1.0732086985981353
2000-06-08,1.0928750009995398
2000-06-09,1.0828174055260062
2000-06-12,1.0561512225500111
2000-06-13,1.0443003255790004
2000-06-14,1.0284291616395806
2000-06-15,1.0183002114667241
2000-06-16,0.970846375008962
2000-06-19,0.980814087502787
2000-06-20,0.9974166004540899
2000-06-21,0.9895387839435592
2000-06-22,0.9982972415060682
2000-06-23,0.9929364604481055
2000-06-26,0.9867278516774223
2000-06-27,0.9987872605271951
2000-06-28,0.9871522089813163
2000-06-29,0.9656424457010261
2000-06-30,0.9698132545543254
2000-07-03,0.9635670083846468
2000-07-04,0.9449019267435561
2000-07-05,0.9815014223491901
2000-07-06,0.9563451322543983
2000-07-07,0.9611309890293727
2000-07-10,0.9952327309527939
2000-07-11,0.9529360345496323
2000-07-12,0.952150485773926
2000-07-13,0.9291787474452657
2000-07-14,0.9453681275114764
2000-07-17,0.912260988299233
2000-07-18,0.923831871487424
2000-07-19,0.9586915021033626
2000-07-20,0.951446865665405
2000-07-21,0.9748135936307611
2000-07-24,0.996346345081863
2000-07-25,1.0181921134932614
2000-07-26,1.0003615495847131
2000-07-27,1.0013539377863672
2000-07-28,1.0277962531836018
2000-07-31,1.0197351765437186
2000-08-01,1.0406570655660254
2000-08-02,1.0705716475432303
2000-08-03,1.0757005234252832
2000-08-04,1.0572857639575564
2000-08-07,1.0412205126184069
2000-08-08,1.0362993941088345
2000-08-09,1.0405437490855252
2000-08-10,1.04917248902245
2000-08-11,1.0868199544941866
2000-08-14,1.1230327354080973
2000-08-15,1.1014855757179023
2000-08-16,1.1114175171631482
2000-08-17,1.1368276053361859
2000-08-18,1.1566834813774494
2000-08-21,1.1427980484556453
2000-08-22,1.1308706107320643
2000-08-23,1.151556800398658
2000-08-24,1.1544017070489863
2000-08-25,1.146872406995963
2000-08-28,1.1527378457089275
2000-08-29,1.1652678939041115
2000-08-30,1.1652678939041115
2000-08-31,1.1470199787031947
2000-09-01,1.14973989637464
2000-09-04,1.1426102831711553
2000-09-05,1.1665713547306753
2000-09-06,1.1660419091709195
2000-09-07,1.1295747808163918
2000-09-08,1.1429639346475409
2000-09-11,1.0847317035484048
2000-09-12,1.084147695230021
2000-09-13,1.0872021276020172
2000-09-14,1.0661563675134762
2000-09-15,1.048349212171266
2000-09-18,0.9944744143921981
2000-09-19,0.9368199206024245
2000-09-20,1.0049835420788833
2000-09-21,1.0073087814230006
2000-09-22,0.9917488857644777
2000-09-25,1.0291232749064123
2000-09-26,1.0308349537658852
